,xi_0,xi_1,ui_0,xf_0,xf_1,uf_0
829,-5.812970528,-13.94739361,4.544745342,1.375180308,2.72784929,-0.935382232
830,1.375180308,2.72784929,-0.935382232,-0.320538577,-0.575299429,0.180042093
831,-0.320538577,-0.575299429,0.180042093,0.073620667,0.105421666,-0.040118988
832,0.073620667,0.105421666,-0.040118988,-0.017229784,-0.028245737,0.005405029
834,-28.0,72.0,-10.60943209,4.803223286,-20.39289149,6.441592317
835,4.803223286,-20.39289149,6.441592317,-0.784196148,4.190621385,-1.371567913
836,-0.784196148,4.190621385,-1.371567913,0.117061745,-0.904036502,0.278048235
837,0.117061745,-0.904036502,0.278048235,-0.014789057,0.17883754,-0.062094515
838,-0.014789057,0.17883754,-0.062094515,0.000967477,-0.044919753,0.010103398
840,22.0,-47.0,2.692615442,-4.033976392,1.500000013,-9.318517222
841,-4.033976392,1.500000013,-9.318517222,0.831314137,-0.357812692,0.100446583
842,0.831314137,-0.357812692,0.100446583,-0.170776209,0.083868172,-0.023959067
843,-0.170776209,0.083868172,-0.023959067,0.035002165,-0.019404038,0.00560552
844,0.035002165,-0.019404038,0.00560552,-0.007315766,0.004542476,-0.001241726
846,38.0,-36.0,6.006442134,-7.536756204,1.500000013,-7.068061546
847,-7.536756204,1.500000013,-7.068061546,1.567797877,-0.397634442,0.100439746
848,1.567797877,-0.397634442,0.100439746,-0.325186588,0.100523336,-0.026624285
849,-0.325186588,0.100523336,-0.026624285,0.067315777,-0.024628729,0.006718509
850,0.067315777,-0.024628729,0.006718509,-0.01421576,0.006032069,-0.001576071
852,23.0,65.0,-1.102023785,-5.808491196,-17.75718024,5.77550009
853,-5.808491196,-17.75718024,5.77550009,1.417259647,3.521607879,-1.19304641
854,1.417259647,3.521607879,-1.19304641,-0.338304039,-0.739897068,0.233220602
855,-0.338304039,-0.739897068,0.233220602,0.079208177,0.13949066,-0.05111994
856,0.079208177,0.13949066,-0.05111994,-0.018825136,-0.035442084,0.007585515
858,86.0,86.0,32.81986268,-19.38911908,-23.22284316,7.773754602
859,-19.38911908,-23.22284316,7.773754602,4.334362205,4.505494159,-1.562559864
860,4.334362205,4.505494159,-1.562559864,-0.96273864,-0.911336577,0.299147039
861,-0.96273864,-0.911336577,0.299147039,0.212574424,0.168069843,-0.062583831
862,0.212574424,0.168069843,-0.062583831,-0.047881309,-0.039977829,0.009414255
864,12.0,29.0,1.068240352,-2.933944349,-7.525878658,2.406748347
865,-2.933944349,-7.525878658,2.406748347,0.697308806,1.421541242,-0.501196373
866,0.697308806,1.421541242,-0.501196373,-0.163323754,-0.311356515,0.092514741
867,-0.163323754,-0.311356515,0.092514741,0.037559553,0.052262164,-0.022474322
868,0.037559553,0.052262164,-0.022474322,-0.008850091,-0.017337614,0.002003001
870,-18.0,55.0,-8.01714221,-16.58931478,-136.2211991,-247.5461865
871,-16.58931478,-136.2211991,-247.5461865,57.70567612,15.36651295,-80.48454476
872,57.70567612,15.36651295,-80.48454476,-36.18167044,9.006850765,-9.250933238
873,-36.18167044,9.006850765,-9.250933238,7.722680168,-3.520046569,3.190652482
874,7.722680168,-3.520046569,3.190652482,-0.380649912,-0.37692115,-3.972966793
876,63.0,58.0,24.51906007,-14.10758452,-15.2532913,5.111103411
877,-14.10758452,-15.2532913,5.111103411,3.133902534,2.905990137,-1.023516393
878,3.133902534,2.905990137,-1.023516393,-0.692320647,-0.592463405,0.191918158
879,-0.692320647,-0.592463405,0.191918158,0.152056758,0.104870953,-0.041217407
880,0.152056758,0.104870953,-0.041217407,-0.03411697,-0.027242559,0.00537389
882,18.0,79.0,-76.89670834,92.43709843,-118.576753,185.1205707
883,92.43709843,-118.576753,185.1205707,-107.8617467,-157.4443039,-224.7022208
884,-107.8617467,-157.4443039,-224.7022208,1.125710193,2.174548488,67.53900687
885,1.125710193,2.174548488,67.53900687,29.82996988,1.355844534,-9.288872679
886,29.82996988,1.355844534,-9.288872679,1.115521874,6.979387296,8.284154145
888,-88.0,73.0,-32.9358308,17.40261177,-21.36884521,6.537441469
889,17.40261177,-21.36884521,6.537441469,-3.422300672,4.5364704,-1.437874944
890,-3.422300672,4.5364704,-1.437874944,0.667879394,-1.005943247,0.301219806
891,0.667879394,-1.005943247,0.301219806,-0.129581112,0.206320639,-0.068906288
892,-0.129581112,0.206320639,-0.068906288,0.025376488,-0.052112741,0.011862241
894,5.0,74.0,-18.89275962,-1.134663145,-20.65900635,2.282791632
895,-1.134663145,-20.65900635,2.282791632,0.291988169,3.087855124,-2.010801122
896,0.291988169,3.087855124,-2.010801122,-0.226819856,-0.619494998,0.218557435
897,-0.226819856,-0.619494998,0.218557435,-0.02217452,0.108483121,-0.116970522
898,-0.02217452,0.108483121,-0.116970522,-0.024537993,0.66584685,0.796058626
900,-66.0,2.0,-15.23952442,13.84851147,-1.317533771,0.143626769
901,13.84851147,-1.317533771,0.143626769,-2.897929281,0.40682484,-0.086418918
902,-2.897929281,0.40682484,-0.086418918,0.604619931,-0.12229335,0.026695381
903,0.604619931,-0.12229335,0.026695381,-0.125951446,0.03019983,-0.008505351
904,-0.125951446,0.03019983,-0.008505351,0.026749751,-0.009230272,0.001664329
906,-42.0,-76.0,-3.250875884,9.787037159,1.500000014,-15.08638511
907,9.787037159,1.500000014,-15.08638511,-2.074649782,-0.200686935,0.10047356
908,-2.074649782,-0.200686935,0.10047356,0.438485021,0.01815144,-0.013442844
909,0.438485021,0.01815144,-0.013442844,-0.092498529,0.001211166,0.00121397
910,-0.092498529,0.001211166,0.00121397,0.019909729,-0.001335052,7.75e-05
912,-33.0,87.0,-0.867940585,3.937321133,-24.95681052,1.956920388
913,3.937321133,-24.95681052,1.956920388,-231.1504321,16.73445726,-4.574623524
914,-231.1504321,16.73445726,-4.574623524,-194.9554326,-2.146106144,-18.19546004
915,-194.9554326,-2.146106144,-18.19546004,28.08111558,-0.111031073,0.650299485
916,28.08111558,-0.111031073,0.650299485,-7.779443933,-1.324107558,-0.022448851
918,63.0,7.0,5.189985254,-13.34739608,-1.358478109,0.477204145
919,-13.34739608,-1.358478109,0.477204145,2.817090925,0.015997827,-0.084012115
920,2.817090925,0.015997827,-0.084012115,-0.593244586,0.00502345,-0.001659544
921,-0.593244586,0.00502345,-0.001659544,0.124491601,-0.018494886,-0.001324873
922,0.124491601,-0.018494886,-0.001324873,-0.026759758,-0.001247748,-0.002525204
924,5.0,-74.0,0.39028549,-0.118206605,1.500000014,-15.01095525
925,-0.118206605,1.500000014,-15.01095525,0.007996392,-0.31329582,0.100454226
926,0.007996392,-0.31329582,0.100454226,0.001839693,0.065249306,-0.020979611
927,0.001839693,0.065249306,-0.020979611,-0.001121333,-0.013563338,0.004361306
928,-0.001121333,-0.013563338,0.004361306,0.000397762,0.002877255,-0.000867961
930,47.0,-22.0,11.98601861,-9.606083235,1.500000011,-4.117828749
931,-9.606083235,1.500000011,-4.117828749,2.002888232,-0.421159819,0.100435707
932,2.002888232,-0.421159819,0.100435707,-0.416407158,0.110362658,-0.028198808
933,-0.416407158,0.110362658,-0.028198808,0.086405595,-0.027715304,0.007376026
934,0.086405595,-0.027715304,0.007376026,-0.018292049,0.006912071,-0.00177359
936,0.0,7.0,0.0,-0.101739992,-2.04404645,0.503927504
937,-0.101739992,-2.04404645,0.503927504,0.039853373,0.309464242,-0.130528474
938,0.039853373,0.309464242,-0.130528474,-0.012582944,-0.087569736,0.018002633
939,-0.012582944,-0.087569736,0.018002633,0.003313091,0.007389252,-0.00751404
940,0.003313091,0.007389252,-0.00751404,-0.000956715,-0.008174219,-0.000868701
942,-97.0,85.0,46.84522982,19.10359981,-25.00708908,7.680205796
943,19.10359981,-25.00708908,7.680205796,-3.738884013,5.312607024,-1.684235267
944,-3.738884013,5.312607024,-1.684235267,0.725722628,-1.170942865,0.353222119
945,0.725722628,-1.170942865,0.353222119,-0.139899756,0.241329098,-0.079936437
946,-0.139899756,0.241329098,-0.079936437,0.027195836,-0.059692641,0.014102643
948,36.0,51.0,8.784212896,-8.320285836,-13.52056517,4.450152367
949,-8.320285836,-13.52056517,4.450152367,1.897542235,2.610468478,-0.906476243
950,1.897542235,2.610468478,-0.906476243,-0.429056472,-0.544955849,0.172175897
951,-0.429056472,-0.544955849,0.172175897,0.096120412,0.097869279,-0.038090709
952,0.096120412,0.097869279,-0.038090709,-0.021989107,-0.02637439,0.004921683
954,-74.0,-46.0,-9.864620928,16.13356369,1.500000013,-8.376253087
955,16.13356369,1.500000013,-8.376253087,-3.409050986,-0.128535729,0.100485948
956,-3.409050986,-0.128535729,0.100485948,0.718254124,-0.01202529,-0.008613858
957,0.718254124,-0.01202529,-0.008613858,-0.151046083,0.010677544,-0.000802604
958,-0.151046083,0.010677544,-0.000802604,0.032411513,-0.004033977,0.00068329
960,-84.0,71.0,-31.48045161,16.59346984,-20.7350226,6.34719583
961,16.59346984,-20.7350226,6.34719583,-3.259314966,4.39541511,-1.394966792
962,-3.259314966,4.39541511,-1.394966792,0.635194741,-0.974757389,0.291768995
963,0.635194741,-0.974757389,0.291768995,-0.123052325,0.199456763,-0.066821584
964,-0.123052325,0.199456763,-0.066821584,0.024049311,-0.05057377,0.011422959
966,-62.0,-18.0,-23.30756241,13.25462004,1.500000007,-2.403953001
967,13.25462004,1.500000007,-2.403953001,-2.803733124,-0.161265324,0.100480328
968,-2.803733124,-0.161265324,0.100480328,0.59134384,0.001663631,-0.010804407
969,0.59134384,0.001663631,-0.010804407,-0.124487444,0.006383357,0.000112164
970,-0.124487444,0.006383357,0.000112164,0.026740391,-0.002809677,0.000408491
972,-49.0,-8.0,-24.5,10.39363568,1.128167828,-0.542774433
973,10.39363568,1.128167828,-0.542774433,-2.198012586,-0.116461562,0.075573278
974,-2.198012586,-0.116461562,0.075573278,0.463477506,-0.000768042,-0.007802991
975,0.463477506,-0.000768042,-0.007802991,-0.097546201,0.005434442,-5.06e-05
976,-0.097546201,0.005434442,-5.06e-05,0.020948324,-0.002293791,0.000347767
978,-48.0,19.0,-4.749560808,9.827823714,-5.518216128,1.522987177
979,9.827823714,-5.518216128,1.522987177,-2.008634598,1.147363526,-0.365598001
980,-2.008634598,1.147363526,-0.365598001,0.408726984,-0.285098811,0.074143595
981,0.408726984,-0.285098811,0.074143595,-0.083143801,0.05330443,-0.020718227
982,-0.083143801,0.05330443,-0.020718227,0.017136686,-0.018965835,0.002069771
984,59.0,57.0,24.35251219,-13.25082895,-15.00666099,5.016464339
985,-13.25082895,-15.00666099,5.016464339,2.951005213,2.864253993,-1.006890785
986,2.951005213,2.864253993,-1.006890785,-0.653417019,-0.585757634,0.189180398
987,-0.653417019,-0.585757634,0.189180398,0.143803911,0.103810241,-0.040818565
988,0.143803911,0.103810241,-0.040818565,-0.03232832,-0.027085259,0.005301883
990,-71.0,80.0,-28.31120131,13.7166805,-23.23727274,7.203558832
991,13.7166805,-23.23727274,7.203558832,-2.62622805,4.883474975,-1.56426613
992,-2.62622805,4.883474975,-1.56426613,0.496591576,-1.069055987,0.324469866
993,0.496591576,-1.069055987,0.324469866,-0.092817606,0.217510203,-0.073125561
994,-0.092817606,0.217510203,-0.073125561,0.017329429,-0.054069286,0.012578336
996,-31.0,22.0,-2.609061049,6.210442346,-6.114016367,1.783234518
997,6.210442346,-6.114016367,1.783234518,-1.241325659,1.23066103,-0.405841064
998,-1.241325659,1.23066103,-0.405841064,0.246450785,-0.293699876,0.079725046
999,0.246450785,-0.293699876,0.079725046,-0.048889898,0.053247572,-0.021293502
1000,-0.048889898,0.053247572,-0.021293502,0.009759217,-0.018555362,0.002066126
1002,50.0,37.0,-51.74617395,-11.04550269,-9.336743486,3.13939414
1003,-11.04550269,-9.336743486,3.13939414,2.423281126,1.707276043,-0.623529744
1004,2.423281126,1.707276043,-0.623529744,-0.529449717,-0.351158228,0.111660179
1005,-0.529449717,-0.351158228,0.111660179,0.115071212,0.056381745,-0.025135497
1006,0.115071212,0.056381745,-0.025135497,-0.025593135,-0.017313038,0.002266628
1008,-66.0,40.0,79.54895888,13.29765702,-11.50734861,3.422374617
1009,13.29765702,-11.50734861,3.422374617,-2.670523256,2.43593739,-0.770670915
1010,-2.670523256,2.43593739,-0.770670915,0.533416497,-0.560583518,0.160480525
1011,0.533416497,-0.560583518,0.160480525,-0.106289465,0.112075244,-0.039134258
1012,-0.106289465,0.112075244,-0.039134258,0.021445215,-0.031758183,0.005830849
