,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
8,0.8,263.033,267.9241,272.3383,276.2397,279.6399,282.5949,285.1942,287.5486,289.7787,292.0096,294.3703,296.9989,300.0485,303.6938,308.1328,313.5873,320.2996,328.5336,338.5832,350.7958,240.38234849018858,379.7789676507771,2078.4432,146.81989999999996,312.62660000000005,12.937700000000007
9,0.9,247.8554,254.6905,260.8493,266.3257,271.1522,275.3997,279.1721,282.599,285.8274,289.0165,292.3345,295.958,300.0735,304.8797,310.591,317.4407,325.6886,335.6329,347.6323,362.1431,394.615085627963,229.63681936165983,2225.2631,165.8067000000001,165.8067000000001,12.937700000000007
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,446.82012957945227,449.0880902547443,0.0,354.1881,2448.2877999999996,8.283000000000015
1,0.1,408.8221,377.5675,351.8588,331.0002,314.4875,301.8481,292.5875,286.2052,282.2484,280.3739,280.3983,282.326,286.3492,292.8198,302.1991,314.9957,331.7122,352.8301,378.8665,410.5395,285.32754391527646,273.7890903882055,354.1881,129.34889999999996,2094.0996999999998,8.283000000000015
2,0.2,288.6933,291.8166,294.2784,295.8322,296.4309,296.2102,295.4379,294.4437,293.546,292.9874,292.8881,293.2219,293.8149,294.3704,294.5153,293.8682,292.1164,289.0924,284.8295,279.5804,401.5686641483144,212.0029419223369,483.537,220.37090000000006,1964.7508,8.283000000000015
3,0.3,376.7954,356.3361,339.5614,326.0338,315.3755,307.1993,301.0868,296.5955,293.2772,290.6947,288.4305,286.087,283.283,279.654,274.8604,268.6081,260.6779,250.9585,239.4737,226.3904,449.2624728230018,201.89110050779914,703.9079,381.82720000000006,1744.3799,8.283000000000015
4,0.4,415.4493,388.2802,366.1777,348.1087,333.3371,321.283,311.4451,303.3637,296.6054,290.7608,285.446,280.3057,275.0154,269.285,262.8624,255.5392,247.1575,237.6156,226.8714,214.9413,280.2694940099585,470.39001637312475,1085.7351,345.6021999999998,1362.5527,8.283000000000015
5,0.5,286.3653,291.9411,296.4342,299.4745,300.9164,300.8285,299.456,297.174,294.448,291.8126,289.8685,289.2903,290.8293,295.2977,303.5243,316.29,334.2658,357.9986,387.999,424.9906,225.50325877731245,430.6173727627493,1431.3373,105.81190000000015,1016.9505000000001,8.283000000000015
6,0.6,238.0067,249.3783,259.3434,267.7522,274.6,280.0241,284.2815,287.7164,290.7249,293.7221,297.1151,301.2846,306.5741,313.2908,321.7172,332.136,344.8703,360.3387,379.1322,402.1206,456.13195368737235,194.85683545361542,1537.1492,120.31790000000001,911.1386,8.283000000000015
7,0.7,416.1662,383.6532,357.3516,336.5617,320.7561,309.387,301.8169,297.3253,295.1473,294.5115,294.6583,294.8383,294.3007,292.2898,288.0656,280.9574,270.4512,256.2928,238.581,217.8137,307.12992192395404,185.43647186236112,1657.4671,283.20849999999996,790.8207,8.283000000000015
8,0.8,306.8958,306.9847,306.9387,306.4418,305.3352,303.5981,301.3014,298.55,295.4276,291.9562,288.0747,283.639,278.4379,272.2202,264.7284,255.7327,245.0626,232.6327,218.4578,202.656,338.2926503448567,418.06427217192095,1940.6756,338.39699999999993,507.61220000000003,8.283000000000015
9,0.9,328.4608,320.2522,313.3894,307.6363,302.7802,298.6294,295.0222,291.8472,289.0693,286.7589,285.1179,284.4969,285.3945,288.4295,294.2845,303.6257,317.0194,334.877,357.4689,385.0416,330.0999242091365,251.14776936444207,2279.0726,169.2152000000001,169.2152000000001,8.283000000000015
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,227.35943817263535,284.4742127213696,0.0,464.6301,4433.758,1.1720000000000255
1,0.1,236.2467,244.2034,251.0941,256.8501,261.4794,265.0609,267.7278,269.6443,270.9842,271.9141,272.5827,273.1181,273.628,274.2025,274.9169,275.8322,276.9947,278.4343,280.164,282.1815,396.76034775747155,313.55323323969446,464.6301,425.5056,3969.1279,1.1720000000000255
2,0.2,369.0295,345.5721,326.0341,310.2058,297.8597,288.6733,282.2227,278.023,275.5869,274.4812,274.3656,275.0104,276.2937,278.185,280.7198,283.9719,288.0267,292.9616,298.8345,305.6859,453.24272811270214,402.11318966093063,890.1357,264.8079,3543.6223,1.1720000000000255
