mpc_x_0,mpc_x_1,mpc_x_2,mpc_x_3,mpc_x_4,mpc_x_5,mpc_x_6,mpc_x_7,mpc_x_8,mpc_x_9,mpc_x_10,mpc_x_11,mpc_x_12,mpc_x_13,mpc_x_14,mpc_x_15,mpc_x_16,mpc_x_17,mpc_x_18,mpc_x_19,mpc_x_20,mpc_x_21,mpc_x_22,mpc_x_23,mpc_x_24,mpc_x_25,mpc_x_26,mpc_x_27,mpc_x_28,mpc_x_29,mpc_x_30,mpc_x_31,mpc_x_32,mpc_x_33,mpc_x_34,mpc_x_35,mpc_x_36,mpc_x_37,mpc_x_38,mpc_x_39,mpc_x_40,mpc_x_41,mpc_x_42,mpc_x_43,mpc_x_44,mpc_x_45,mpc_x_46,mpc_x_47,mpc_x_48,mpc_x_49,mpc_x_50,mpc_x_51,mpc_x_52,mpc_x_53,mpc_x_54,mpc_x_55,mpc_x_56,mpc_x_57,mpc_x_58,mpc_x_59,mpc_x_60,mpc_x_61,mpc_x_62,mpc_x_63,mpc_x_64,mpc_x_65,mpc_x_66,mpc_x_67,mpc_x_68,mpc_x_69,mpc_x_70,mpc_x_71,mpc_x_72,mpc_x_73,mpc_x_74,mpc_x_75,mpc_x_76,mpc_x_77,mpc_x_78,mpc_x_79,mpc_x_80,mpc_x_81,mpc_x_82,mpc_x_83,mpc_x_84,mpc_x_85,mpc_x_86,mpc_x_87,mpc_x_88,mpc_x_89,mpc_x_90,mpc_x_91,mpc_x_92,mpc_x_93,mpc_x_94,mpc_x_95,mpc_x_96,mpc_x_97,mpc_x_98,mpc_x_99,mpc_x_100,mpc_x_101,mpc_x_102,mpc_x_103,mpc_x_104,mpc_x_105,mpc_x_106,mpc_x_107,mpc_x_108,mpc_x_109,mpc_x_110,mpc_x_111,mpc_x_112,mpc_x_113,mpc_x_114,mpc_x_115,mpc_x_116,mpc_x_117,mpc_x_118,mpc_x_119,mpc_x_120,mpc_x_121,mpc_x_122,mpc_x_123,mpc_x_124,mpc_x_125,mpc_x_126,mpc_x_127,mpc_x_128,mpc_x_129,mpc_x_130,mpc_x_131,mpc_x_132,mpc_x_133,mpc_x_134,mpc_x_135,mpc_x_136,mpc_x_137,mpc_x_138,mpc_x_139,mpc_x_140,mpc_x_141,mpc_x_142,mpc_x_143,mpc_x_144,mpc_x_145,mpc_x_146,mpc_x_147,mpc_x_148,mpc_x_149,mpc_x_150,mpc_x_151,mpc_x_152,mpc_x_153,mpc_x_154,mpc_x_155,mpc_x_156,mpc_x_157,mpc_x_158,mpc_x_159,mpc_x_160,mpc_x_161,mpc_x_162,mpc_x_163,mpc_x_164,mpc_x_165,mpc_x_166,mpc_x_167,mpc_x_168,mpc_x_169,mpc_x_170,mpc_x_171,mpc_x_172,mpc_x_173,mpc_x_174,mpc_x_175,mpc_x_176,mpc_x_177,mpc_x_178,mpc_x_179,mpc_x_180,mpc_x_181,mpc_x_182,mpc_x_183,mpc_x_184,mpc_x_185,mpc_x_186,mpc_x_187,mpc_x_188,mpc_x_189,mpc_x_190,mpc_x_191,mpc_x_192,mpc_x_193,mpc_x_194,mpc_x_195,mpc_x_196,mpc_x_197,mpc_x_198,mpc_x_199
0,1,-8,5,-3,1,-7,-2,-1,3,8,-3,-6,3,-3,8,-6,1,-8,1,0,5,-7,-5,-8,5,-10,7,0,-2,-1,8,9,7,9,-5,5,8,-3,8,9,1,7,8,-2,-1,-8,-3,-4,-5,-4,-1,3,7,-8,4,6,-10,1,-10,9,-4,-4,5,-7,-7,5,-3,-1,9,-2,2,1,5,-6,6,2,-1,-1,2,3,8,7,2,5,-6,8,-6,9,-6,-9,-10,-2,3,7,4,1,-9,2,-1,-4,1,2,4,2,8,-10,-5,3,-5,-6,-7,-7,7,-8,5,8,-3,-6,6,6,2,9,4,-5,4,-1,4,2,-7,-8,-9,-7,9,-9,4,2,-3,-7,1,-1,-4,5,0,-5,-8,9,1,0,-10,5,-7,-6,-5,-7,0,-6,8,-9,7,-7,7,6,-5,5,-5,7,2,-2,9,6,5,-9,9,-7,8,8,-9,-1,6,-7,1,-5,-4,2,-2,7,3,7,3,1,-3,-9,3,9,-9,0,-6,8,8
-0.000679649,-0.017862507,0.004309419,0.006809669,-0.022657119,0.014216763,-0.041140325,-0.022019866,-0.009137708,-0.030608855,-0.010551537,-0.048154478,0.083049154,-0.052907009,-0.010728331,0.036723487,-0.004081571,0.008668889,-0.022097396,0.00802481,0.052291897,0.009368177,-0.029423907,0.059805198,-0.038400229,0.032614225,0.018991803,0.025778384,-0.028388635,0.013095737,0.001339437,-0.041907247,0.093413027,0.006200325,0.045807879,0.016150663,0.06739004,0.013540909,-0.03130022,-0.024397538,-0.01957557,0.007262154,0.022430091,0.011115427,0.03761733,0.0487405,-0.016177057,-0.023964012,-0.125876958,0.051361285,0.023195365,0.006622976,0.05174257,-0.065918858,-0.026854634,-0.022649047,0.003686389,-0.008138236,-0.021483289,0.083143355,0.020354839,-0.00839293,0.001941181,-0.049475891,-0.007079704,-0.00554331,0.041465148,-0.017167979,0.030324957,0.054445238,0.059916691,-0.008729566,0.123087934,0.067281176,0.002741774,-0.012582887,0.067725714,-0.014566585,0.029528726,-0.012724239,-0.025661876,-0.034499865,0.050876222,0.006911082,0.060185275,-0.020694213,0.049012844,0.001455963,0.004901345,0.025096725,-0.037733438,-0.004104888,0.004807513,-0.018101438,-0.019478083,0.031253342,0.001832102,-0.00146655,0.012898072,0.012077122,0.000405358,0.001697086,-0.030773409,-0.004975787,0.00588179,-0.002561696,0.009317984,-0.017302082,-0.024422549,0.014261948,-0.008650134,0.004603554,-0.015374635,0.007227035,-0.012240485,-0.013200279,-0.000521102,0.006320817,0.012034358,0.015451475,0.026461723,-0.031300943,-0.0376511,0.007459614,0.035562467,-0.006645732,-0.000446661,-0.03452557,-0.040974465,0.017165133,-0.007328618,0.018182736,-0.054841754,-0.003642733,-0.010842716,0.022076626,-0.029987869,-0.003556224,-0.000438333,-0.020879211,-0.020966145,-0.034184192,-0.016137672,-0.00460631,0.001869467,-0.013673437,0.024523172,0.022753735,0.011585392,-0.02884214,0.012140858,0.060654089,-0.038209405,-0.001004127,0.061993328,0.013179441,0.047712855,-0.01441191,0.025814474,-0.000877208,0.014405973,-0.062829185,-0.02456355,0.006245179,0.035302923,-0.036125529,0.003627773,0.019991422,0.015754015,0.028903931,-0.00214671,0.006593878,-0.004049758,0.029037491,-0.036233023,0.016548354,-0.015373017,-0.019955248,0.020355603,0.018530573,0.007667572,-0.026709063,-0.010526797,0.019379496,-0.003343375,0.047534616,0.027128572,0.019979358,-0.027089348,-0.023216778,0.022483307,0.043674448,0.011169226,-0.001017217,0.01909438,0.007603206,0.010224583,-0.030593725,0.017463677,0.023927213
-0.011573246,-0.124738546,0.013787559,0.036477245,-0.125444981,0.060416943,-0.148550657,-0.100612201,-0.061684852,-0.136963549,-0.045554041,-0.24492454,0.449946579,-0.281448663,-0.04285571,0.200303857,-0.014613318,0.107220262,-0.087635171,0.036676809,0.279614091,0.020714512,-0.139899674,0.300946239,-0.175609913,0.162664626,0.118769857,0.104818755,-0.148934267,0.028856996,-0.0331548,-0.234617067,0.419790913,0.065552784,0.215196976,0.089719393,0.355855237,0.061978071,-0.165122566,-0.138854489,-0.10323096,0.031690454,0.136769017,0.064560821,0.177155163,0.310734825,-0.084433705,-0.177933096,-0.633867956,0.308032116,0.095156155,0.042139376,0.254605704,-0.442312483,-0.136222788,-0.14896396,0.005046315,-0.012227885,-0.11757953,0.387051771,0.101680099,-0.040260146,0.044625131,-0.267931654,0.010589249,-0.039922533,0.20901743,-0.06370976,0.149448902,0.278631392,0.305468576,-0.037257574,0.571530313,0.364883283,0.028894134,-0.054860015,0.287611071,-0.018898526,0.176399992,-0.05959605,-0.158575797,-0.144468996,0.256734158,0.02152456,0.275931921,-0.114829665,0.273583553,0.017942722,0.005515137,0.157604102,-0.162172449,0.040388789,0.038387234,-0.077489393,-0.10697187,0.145586339,0.000170618,0.002583724,0.096754027,0.083420984,0.026858501,-0.012109489,-0.157978328,-0.030091225,0.033270561,-0.027267467,0.041177586,-0.085264865,-0.146211841,0.061863843,-0.038201526,-0.004973443,-0.062549607,0.008634743,-0.00882089,-0.011446147,-0.001573391,0.044165913,0.105368331,0.13618077,0.144545479,-0.184474167,-0.201688825,0.061607967,0.189571984,-0.06164928,0.011477043,-0.179665746,-0.302569638,0.099967655,-0.001515903,0.140305905,-0.337630926,-0.023936688,-0.053985107,0.097109655,-0.161746759,-0.009854694,0.020244718,-0.082125045,-0.085163125,-0.169303338,-0.0887833,-0.035309603,0.007111106,-0.059250593,0.111186628,0.075383837,0.075958517,-0.151918958,0.047435074,0.357021596,-0.16557479,-0.00466106,0.302828007,0.053561486,0.207241697,-0.092063808,0.132898463,0.027949196,0.100766344,-0.32364629,-0.160684209,0.008648882,0.168644489,-0.183502897,0.017638026,0.132797377,0.121147635,0.192158648,-0.088560822,0.018345742,-0.004603776,0.167638151,-0.175527862,0.108315115,-0.083582084,-0.099012595,0.065208599,0.091821531,0.057988109,-0.125783159,0.023468224,0.057030814,-0.013189284,0.288848776,0.091829508,0.089667909,-0.132830205,-0.123343135,0.144753422,0.21832143,0.06033799,-0.055036521,0.05999743,0.051252029,0.071441697,-0.19668463,0.075133145,0.12624139
-0.029647231,-0.320280426,0.035492882,0.093672333,-0.322231107,0.155285434,-0.382088465,-0.258596892,-0.158478039,-0.352098431,-0.117174272,-0.629140984,1.155594578,-0.723183841,-0.110113129,0.514454595,-0.037459469,0.274880651,-0.225228257,0.094235701,0.718142822,0.053391392,-0.359621986,0.773066114,-0.451143781,0.417871022,0.304944796,0.269440147,-0.38241548,0.074309133,-0.085027127,-0.602655203,1.078833138,0.168254597,0.552817196,0.230557676,0.91380479,0.159198045,-0.424328845,-0.356713965,-0.265173169,0.081445951,0.351238761,0.165714957,0.455441705,0.797842619,-0.216935944,-0.45659124,-1.628400667,0.79105986,0.244859229,0.108130611,0.654276096,-1.135392311,-0.349750255,-0.382523794,0.01312521,-0.031657316,-0.302076989,0.99474289,0.261097077,-0.103401743,0.114518002,-0.688288543,0.027027581,-0.102415632,0.536860041,-0.163771338,0.383823101,0.715757825,0.7848371,-0.095571725,1.468649631,0.937103729,0.074171644,-0.141081167,0.739213299,-0.048796716,0.452910979,-0.153177717,-0.4071212,-0.371345818,0.65939713,0.0553464,0.709002569,-0.294891867,0.702759182,0.04605802,0.014198156,0.404699517,-0.416797863,0.103545982,0.098630312,-0.19919507,-0.274730956,0.374314569,0.000543775,0.006572454,0.248388234,0.214089927,0.068852618,-0.031037984,-0.405769012,-0.077232314,0.085340667,-0.069976519,0.106012052,-0.218963003,-0.375537037,0.159042384,-0.098099822,-0.012570477,-0.160775094,0.022309709,-0.022913371,-0.029717346,-0.004109996,0.113255893,0.27060089,0.349393753,0.371179224,-0.473730372,-0.51801649,0.158023058,0.486724631,-0.15814079,0.029497783,-0.461612001,-0.776713943,0.256704641,-0.003948732,0.360053826,-0.866871739,-0.061613221,-0.138683832,0.249510996,-0.415372927,-0.025401364,0.051906316,-0.211118349,-0.21884891,-0.434951346,-0.227938049,-0.090637895,0.018460389,-0.152389672,0.285713701,0.193869402,0.194996105,-0.390262041,0.121925154,0.916923614,-0.425427287,-0.011984587,0.777982367,0.137661562,0.532508689,-0.23603626,0.341359507,0.071610972,0.258707995,-0.831561296,-0.412561285,0.022218513,0.433273489,-0.471276439,0.045320726,0.340884054,0.310799686,0.493183238,-0.22685617,0.047280346,-0.012151832,0.430422996,-0.450939071,0.278257389,-0.214715512,-0.25436241,0.167902016,0.235964845,0.148773148,-0.32327867,0.059919459,0.146926221,-0.03394112,0.741690494,0.236214021,0.230406383,-0.341388015,-0.316721185,0.371675112,0.560921392,0.155101066,-0.141136681,0.154403382,0.131727075,0.183438237,-0.504856826,0.192634229,0.324198673
-0.056281022,-0.608897143,0.067600949,0.178109158,-0.612796393,0.295412049,-0.727243984,-0.492004599,-0.301409791,-0.669957972,-0.223038034,-1.196477238,2.197398975,-1.375582169,-0.209465093,0.978289978,-0.071170702,0.522083611,-0.428467904,0.179228529,1.365621118,0.101766233,-0.684228268,1.470227008,-0.858037379,0.794712885,0.579748465,0.512665328,-0.727089701,0.141522307,-0.161522272,-1.146077256,2.052313201,0.319842358,1.051372192,0.438578831,1.737529353,0.302764379,-0.807179375,-0.678430596,-0.504309118,0.154938899,0.667858281,0.31499122,0.866596523,1.516883199,-0.412630957,-0.867746829,-3.097036666,1.504149911,0.466171192,0.205525844,1.244603796,-2.15828376,-0.664938435,-0.727310321,0.025142424,-0.06049688,-0.574520177,1.892387329,0.496435964,-0.19663497,0.217630271,-1.309010774,0.051165245,-0.194619066,1.020889323,-0.311605951,0.729876211,1.361254842,1.492769194,-0.181589166,2.793684357,1.781927069,0.140997209,-0.268521208,1.406338461,-0.093100079,0.861073864,-0.291419685,-0.773991192,-0.706490096,1.253965346,0.105300103,1.348654474,-0.560734761,1.336425055,0.087537159,0.027054271,0.769451398,-0.792916999,0.196676741,0.187577362,-0.379028735,-0.522413412,0.712258442,0.001176885,0.01240112,0.472185474,0.40691314,0.130803746,-0.058912197,-0.771645911,-0.146806249,0.162153119,-0.133000404,0.201917054,-0.41634478,-0.714114338,0.302616692,-0.186526928,-0.023640495,-0.305885241,0.042600843,-0.0438919,-0.056924312,-0.007892125,0.215134145,0.514537151,0.663956978,0.705770419,-0.900762181,-0.985070775,0.300239618,0.925376705,-0.300502264,0.056100498,-0.877980257,-1.476494938,0.488099943,-0.007587151,0.684316061,-1.648096857,-0.117313447,-0.263719003,0.474581163,-0.789817646,-0.048390658,0.098614275,-0.401705947,-0.416273039,-0.827231152,-0.433363263,-0.172295141,0.035350848,-0.29004163,0.543506774,0.369003549,0.370682853,-0.742174986,0.231987361,1.743550513,-0.809205772,-0.022814626,1.479632869,0.261924418,1.012919455,-0.448368453,0.649163849,0.135943599,0.491850379,-1.581667696,-0.784349176,0.042292521,0.824098511,-0.896137816,0.086190187,0.647965393,0.590559078,0.937407657,-0.430645681,0.090101137,-0.023475067,0.81834706,-0.857668088,0.529192294,-0.408364963,-0.483752348,0.319806687,0.44886212,0.282698657,-0.615010404,0.113532432,0.27993343,-0.064627445,1.410211263,0.44965222,0.438241288,-0.64942252,-0.602227316,0.706645354,1.066878792,0.295081501,-0.268098539,0.294002721,0.25058337,0.348719049,-0.95969102,0.36589245,0.616447732
-0.091476092,-0.990610837,0.11011081,0.289791307,-0.997156234,0.480808093,-1.184037847,-0.800837179,-0.49048987,-1.090553489,-0.363148463,-1.946957569,3.575415383,-2.238676857,-0.340909571,1.591828719,-0.115739888,0.84884363,-0.697365598,0.291663426,2.222072513,0.165839641,-1.11373487,2.392455056,-1.396306734,1.293212121,0.943195967,0.834498815,-1.182966838,0.230506312,-0.262646373,-1.864912581,3.340272966,0.520315069,1.710883883,0.713792843,2.827051595,0.49267867,-1.313693946,-1.104018189,-0.820646062,0.252173692,1.086645582,0.512398329,1.410641852,2.467886866,-0.671524438,-1.411419187,-5.039842591,2.447341932,0.759108689,0.334320968,2.025615087,-3.511030933,-1.081800178,-1.183341193,0.041104377,-0.09875168,-0.934926693,3.080028407,0.807706199,-0.319961371,0.353972276,-2.130128534,0.083010083,-0.316532518,1.661136804,-0.507218373,1.187616921,2.215146515,2.429301979,-0.295314376,4.546697157,2.899390896,0.229373508,-0.437179597,2.289012218,-0.151813522,1.400905135,-0.474328519,-1.259199221,-1.149923989,2.040450028,0.171395465,2.194903266,-0.912366733,2.174626515,0.142386676,0.044079614,1.251881169,-1.290548734,0.319783693,0.305239763,-0.616990067,-0.850029621,1.159439919,0.002066001,0.020075828,0.768158919,0.661897498,0.212704045,-0.095743071,-1.255621914,-0.238813866,0.263709501,-0.216341025,0.328892551,-0.677418508,-1.161964447,0.492595014,-0.303486631,-0.038188157,-0.497885606,0.069504757,-0.071756712,-0.093061835,-0.012922508,0.34980913,0.837190004,1.079882582,1.148327457,-1.465587777,-1.60287007,0.488263619,1.505538729,-0.488732002,0.091291871,-1.428795266,-2.401947142,0.794159855,-0.012428143,1.113102733,-2.681336251,-0.19104488,-0.429108134,0.772332464,-1.285093888,-0.078831178,0.160364539,-0.653893327,-0.677455039,-1.346164785,-0.705059088,-0.280284814,0.057781773,-0.472213576,0.884572236,0.600785462,0.603028284,-1.20768621,0.377620658,2.836944258,-1.316925228,-0.037149061,2.407819937,0.426346228,1.648490847,-0.729058082,1.056324077,0.220955698,0.800199925,-2.574003753,-1.276067008,0.0688606,1.341128979,-1.458107582,0.140253122,1.054062854,0.960445061,1.524849781,-0.699939282,0.146811919,-0.038585236,1.331420725,-1.395727082,0.861137044,-0.664536913,-0.787198023,0.520927699,0.73052635,0.459773137,-1.000993331,0.184300877,0.456062903,-0.105248463,2.294428739,0.732146296,0.71319076,-1.056960923,-0.97986235,1.149679108,1.736216556,0.480291385,-0.435933452,0.478798173,0.40783316,0.567305118,-1.561197998,0.594917528,1.003002262
-7,9,-4,1,3,-1,-5,-8,-3,-3,-10,0,2,7,-1,2,1,-10,9,6,8,6,-3,-2,9,-4,-7,-4,3,-5,9,-1,3,4,3,7,-9,-1,-4,-10,7,-6,8,-1,7,1,-3,7,0,-3,3,0,-10,-1,9,3,-6,0,-2,5,9,7,-10,4,8,4,-2,-4,4,-10,7,7,7,-7,9,1,6,-3,5,-9,9,-6,-8,4,-5,-5,3,-8,-1,2,-2,-9,6,0,5,-10,5,-3,0,-9,-10,2,1,6,-6,2,-2,2,9,-8,1,9,-2,-7,-1,0,5,-3,1,1,-2,-3,3,-6,7,3,-10,-10,9,-9,5,-5,0,-9,9,-9,-8,6,-1,-5,2,0,0,8,-6,-3,6,8,6,6,1,-4,9,-4,-7,-5,1,4,5,0,6,-6,-9,-2,2,0,-8,-10,-5,1,8,-1,6,2,-6,-5,5,-10,9,4,4,-2,-4,0,0,9,-7,-10,-9,7,-8,8,-9,-4,8,-9,-3,9,1,-1
-0.005217238,-0.015000709,-5.64E-05,0.005255214,-0.010910275,0.002992198,0.00143266,-0.00679651,-0.008784566,-0.003062008,-0.001602091,-0.027572589,0.055684638,-0.021563164,-0.001724188,0.021664239,-0.007652254,0.030074095,-0.001289459,0.003791925,0.037936583,-0.004108918,-0.01262962,0.032171718,-0.010994634,0.014431174,0.01380584,0.003947144,-0.024128121,-0.008968974,-0.005959736,-0.026198989,0.026632009,0.013390943,0.020238038,0.009093517,0.045455196,0.004472484,-0.012706669,-0.020252695,-0.010952983,-0.000575889,0.020505283,0.006794428,0.008216625,0.047712707,-0.009490338,-0.035023308,-0.061261717,0.042145099,-0.003094919,0.012131011,0.017644851,-0.072089992,-0.017894528,-0.020020706,-0.007261574,0.003528796,-0.012459524,0.022550806,0.012212243,-0.002918377,0.006118872,-0.028649159,0.013359402,-0.007527726,0.016853435,-0.001829013,0.01613228,0.033754185,0.030331455,-0.006902585,0.038262961,0.04342673,0.009410128,-0.004335816,0.015893695,0.007331095,0.02528081,-0.004305024,-0.023599536,-0.010014546,0.030660668,0.001217986,0.021950286,-0.019175896,0.030645416,0.000860407,-0.000700072,0.023556166,-0.010247827,0.00972651,0.003580114,-0.006461902,-0.01453704,0.000770502,0.000721936,-0.000134603,0.013676081,0.016747598,0.005445015,-0.005200823,-0.016679811,-0.00182599,0.004688716,-0.005129228,0.000259223,-0.012725437,-0.017769991,0.001898562,-0.004784421,-0.009954177,-0.004153219,-0.005256142,0.00641907,0.005128308,0.00476059,0.009269609,0.01482397,0.034071785,0.019376403,-0.02415068,-0.022996092,0.02009137,0.039967153,-0.01543282,-0.00134597,-0.017092243,-0.050860105,0.009061968,0.001408715,0.030585831,-0.049329091,0.000195191,-0.002265073,0.005192956,-0.021103831,0.003570886,0.011403095,-0.000783348,-0.006922505,-0.019008191,-0.015469249,-0.006044903,-0.007564138,-0.002078903,0.015718239,0.002314032,0.015718821,-0.013353723,0.003385242,0.044160111,-0.011151712,0.000380832,0.021378411,0.005320374,0.016853285,-0.030029247,0.014312108,0.006394659,0.019282145,-0.026193271,-0.024360076,-0.001257083,0.018201142,-0.019444056,-0.000749817,0.017628717,0.026426477,0.035237765,-0.030138127,-0.002625792,0.014144878,0.0288038,-0.022969041,0.012311817,-0.008548567,-0.011342552,-0.007669668,0.008936511,0.012351029,-0.010248845,0.014145523,-0.01048374,0.001267655,0.04794345,-0.001251894,0.000737651,-0.007948889,-0.016372911,0.023704652,0.021569985,0.00047095,-0.012603601,-0.000876781,-0.000342456,0.005397492,-0.034467595,0.025319354,0.017780853
-0.011585132,-0.124791423,0.013774411,0.036483267,-0.125468474,0.060426165,-0.148540169,-0.100591787,-0.06169618,-0.136947475,-0.04553793,-0.244965196,0.450043421,-0.281473423,-0.042843151,0.200332551,-0.01460184,0.107290059,-0.087644174,0.036689633,0.279656296,0.020695672,-0.139898633,0.300978677,-0.17562449,0.162696466,0.11880534,0.104799198,-0.148957625,0.028862793,-0.033179042,-0.234662255,0.419802642,0.065553645,0.215223432,0.089723251,0.355903901,0.061971203,-0.165131932,-0.138871989,-0.103238891,0.031694029,0.136804318,0.064584976,0.177152692,0.310810932,-0.084435129,-0.17800376,-0.633948928,0.308115444,0.095146968,0.042138304,0.254618914,-0.442447763,-0.136258639,-0.149001083,0.005043985,-0.012217864,-0.117604791,0.387067064,0.101702831,-0.040261681,0.044652987,-0.267966312,0.010620786,-0.039928402,0.209075849,-0.063705331,0.149461329,0.278661072,0.305508396,-0.037283507,0.571573277,0.364954964,0.028897687,-0.054839239,0.287607571,-0.018890623,0.176448175,-0.059596539,-0.158612534,-0.144487488,0.256740647,0.021539178,0.275921095,-0.114845613,0.273661152,0.017959517,0.005502563,0.157649334,-0.16218111,0.040402756,0.038408828,-0.077465695,-0.10699236,0.14558855,0.000153819,0.002604534,0.096785805,0.083449329,0.026845867,-0.012139071,-0.157999661,-0.030094914,0.033281487,-0.027273582,0.041151526,-0.085283922,-0.146248554,0.061864522,-0.03821073,-0.005002126,-0.062546128,0.00861649,-0.008798004,-0.011405016,-0.001573854,0.044199939,0.105389107,0.136231793,0.144562562,-0.18451069,-0.201717538,0.06163619,0.189604627,-0.061660953,0.01148806,-0.17969779,-0.302670301,0.099979319,-0.001504957,0.140348906,-0.3377068,-0.023937686,-0.05401677,0.097125118,-0.161768993,-0.009865694,0.020241652,-0.082114915,-0.08519761,-0.169332043,-0.088784206,-0.035321267,0.007085555,-0.059242089,0.111182845,0.075351351,0.075986568,-0.151963185,0.047421522,0.357099126,-0.165581535,-0.00464965,0.302884264,0.053547987,0.207248222,-0.092096083,0.132922597,0.027979672,0.100784006,-0.323683408,-0.160729293,0.008624041,0.168638228,-0.183543047,0.017650344,0.132857411,0.121219914,0.192217574,-0.088632647,0.018335932,-0.004598366,0.167666067,-0.175537302,0.108340192,-0.08358815,-0.099033255,0.065175682,0.091825627,0.058019583,-0.125797175,0.023478539,0.057010269,-0.013181692,0.288888018,0.091797154,0.089696865,-0.132861239,-0.123346253,0.144790855,0.218344889,0.060346738,-0.055081236,0.05997651,0.051273976,0.071489539,-0.196726299,0.075186749,0.126269516
-0.029647213,-0.320280504,0.035492923,0.093672354,-0.322231216,0.15528552,-0.382088807,-0.258597004,-0.158478102,-0.352098641,-0.117174378,-0.629141177,1.155594898,-0.723184156,-0.11011316,0.514454725,-0.037459423,0.274880538,-0.225228373,0.094235744,0.718142979,0.053391484,-0.359622193,0.773066365,-0.451143931,0.417871174,0.30494485,0.269440292,-0.382415529,0.074309252,-0.085027104,-0.602655399,1.078833689,0.168254582,0.552817376,0.230557788,0.913804928,0.159198093,-0.424329041,-0.356714072,-0.265173242,0.081445998,0.351238842,0.16571498,0.455442002,0.797842711,-0.216936021,-0.456591201,-1.62840125,0.791060043,0.244859495,0.108130575,0.654276402,-1.135392349,-0.349750296,-0.382523873,0.013125289,-0.03165744,-0.302077117,0.994743417,0.261097125,-0.103401758,0.114518008,-0.688288778,0.027027524,-0.102415595,0.536860228,-0.163771447,0.383823171,0.715758049,0.784837418,-0.095571708,1.468650334,0.937103948,0.074171647,-0.141081249,0.739213703,-0.048796848,0.452911029,-0.153177796,-0.407121234,-0.371346061,0.659397265,0.055346464,0.709002852,-0.294891917,0.702759428,0.046058029,0.014198168,0.404699601,-0.416798081,0.103545923,0.098630368,-0.199195172,-0.274731028,0.374314841,0.000543809,0.006572445,0.248388251,0.214089903,0.068852569,-0.031037985,-0.405769124,-0.077232318,0.085340648,-0.069976505,0.106012165,-0.218963049,-0.375537149,0.159042486,-0.098099843,-0.01257041,-0.160775173,0.02230977,-0.022913488,-0.029717463,-0.004110034,0.113255865,0.270600944,0.349393672,0.371179276,-0.473730468,-0.518016618,0.158023008,0.486724654,-0.158140735,0.029497805,-0.461612208,-0.776713985,0.256704692,-0.003948756,0.360053789,-0.866871836,-0.061613298,-0.138683912,0.249511104,-0.415372999,-0.025401421,0.051906274,-0.211118469,-0.218849045,-0.434951516,-0.227938054,-0.090637894,0.018460475,-0.152389789,0.285713809,0.193869547,0.194996122,-0.390262206,0.121925203,0.916923843,-0.425427472,-0.011984585,0.777982684,0.137661619,0.532508909,-0.236036114,0.34135961,0.071610929,0.258708026,-0.831561634,-0.41256134,0.02221851,0.433273641,-0.471276562,0.045320758,0.340884097,0.310799641,0.493183221,-0.22685598,0.047280428,-0.01215201,0.430423037,-0.450939217,0.278257478,-0.21471558,-0.254362519,0.167902232,0.23596496,0.148773135,-0.323278839,0.059919324,0.146926455,-0.033941149,0.741690584,0.236214213,0.230406494,-0.34138822,-0.31672122,0.371675162,0.560921614,0.15510117,-0.141136633,0.154403539,0.131727162,0.183438289,-0.504856803,0.192634132,0.324198744
