,t,xi1,xi2,ui,xf1,xf2,uf
4,0.1,-3.920227178,-7.225292684,20,-4.511056324,-4.634463522,20
8,0.2,-4.511056324,-4.634463522,20,-4.855335477,-2.290184358,20
12,0.3,-4.855335477,-2.290184358,20,-4.989996584,-0.433969528,17.21553724
16,0.4,-4.989996584,-0.433969528,17.21553724,-5.037991338,-0.524418331,-1.38443558
20,0.5,-5.037991338,-0.524418331,-1.38443558,-5.085871641,-0.434683066,0.41854963
24,0.6,-5.085871641,-0.434683066,0.41854963,-5.118052772,-0.212639653,1.898622824
28,0.7,-5.118052772,-0.212639653,1.898622824,-5.117964982,0.207396022,4.201234641
32,0.8,-5.117964982,0.207396022,4.201234641,-5.087628706,0.396183569,2.191238239
36,0.9,-5.087628706,0.396183569,2.191238239,-5.055728546,0.244349767,-1.199336423
40,1,-5.055728546,0.244349767,-1.199336423,3.563052983,-6.428276917,0
0,0,3.563052983,-6.428276917,0,3.048069914,-3.913293863,19.99999985
4,0.1,3.048069914,-3.913293863,19.99999985,2.744579222,-2.185314841,14.24488329
8,0.2,2.744579222,-2.185314841,14.24488329,2.554764985,-1.620383835,3.751167692
12,0.3,2.554764985,-1.620383835,3.751167692,2.408511838,-1.309853741,1.642769479
16,0.4,2.408511838,-1.309853741,1.642769479,2.290116813,-1.062174075,1.292846405
20,0.5,2.290116813,-1.062174075,1.292846405,2.195414539,-0.835646248,1.318255526
24,0.6,2.195414539,-0.835646248,1.318255526,2.122794258,-0.620347094,1.426788729
28,0.7,2.122794258,-0.620347094,1.426788729,2.071194861,-0.415061693,1.536860045
32,0.8,2.071194861,-0.415061693,1.536860045,2.039091354,-0.230090775,1.528674112
36,0.9,2.039091354,-0.230090775,1.528674112,2.021453881,-0.124419579,0.880337224
40,1,2.021453881,-0.124419579,0.880337224,5.832955626,-11.63099457,0
0,0,5.832955626,-11.63099457,0,4.822868513,-8.620907443,20
4,0.1,4.822868513,-8.620907443,20,4.099229063,-5.897267986,20
8,0.2,4.099229063,-5.897267986,20,3.634778174,-3.432817138,19.99999959
12,0.3,3.634778174,-3.432817138,19.99999959,3.361033494,-2.064871742,10.94200717
16,0.4,3.361033494,-2.064871742,10.94200717,3.181959572,-1.525593184,3.602046351
20,0.5,3.181959572,-1.525593184,3.602046351,3.047455004,-1.17041679,2.206718264
24,0.6,3.047455004,-1.17041679,2.206718264,2.946034157,-0.863120911,2.058750313
28,0.7,2.946034157,-0.863120911,2.058750313,2.874293808,-0.576462901,2.149176617
32,0.8,2.874293808,-0.576462901,2.149176617,2.829714587,-0.319405108,2.124785712
36,0.9,2.829714587,-0.319405108,2.124785712,2.805231641,-0.172698499,1.222236636
40,1,2.805231641,-0.172698499,1.222236636,-2.150487584,-4.371120337,0
0,0,-2.150487584,-4.371120337,0,-2.46970632,-2.051901591,20
4,0.1,-2.46970632,-2.051901591,20,-2.568222214,0.046614283,19.9999998
8,0.2,-2.568222214,0.046614283,19.9999998,-2.575705466,-0.192298114,-2.463956488
12,0.3,-2.575705466,-0.192298114,-2.463956488,-2.607634081,-0.442111324,-2.81741825
16,0.4,-2.607634081,-0.442111324,-2.81741825,-2.655461322,-0.513248081,-1.189639976
20,0.5,-2.655461322,-0.513248081,-1.189639976,-2.703571448,-0.450008272,0.151296821
24,0.6,-2.703571448,-0.450008272,0.151296821,-2.73543727,-0.19161401,2.265284404
28,0.7,-2.73543727,-0.19161401,2.265284404,-2.735782075,0.178549534,3.698187383
32,0.8,-2.735782075,0.178549534,3.698187383,-2.715513161,0.226037417,0.677567977
36,0.9,-2.715513161,0.226037417,0.677567977,-2.697494685,0.135835227,-0.721837136
40,1,-2.697494685,0.135835227,-0.721837136,-3.683086697,-6.29884005,0
0,0,-3.683086697,-6.29884005,0,-4.185752218,-3.796174513,20
4,0.1,-4.185752218,-3.796174513,20,-4.450257625,-1.531669097,20
8,0.2,-4.450257625,-1.531669097,20,-4.535340036,-0.192298244,12.54288441
12,0.3,-4.535340036,-0.192298244,12.54288441,-4.567268648,-0.442111143,-2.817415101
16,0.4,-4.567268648,-0.442111143,-2.817415101,-4.615095892,-0.513248316,-1.18964418
20,0.5,-4.615095892,-0.513248316,-1.18964418,-4.663206013,-0.450007945,0.151302496
24,0.6,-4.663206013,-0.450007945,0.151302496,-4.695071841,-0.191614439,2.265276794
28,0.7,-4.695071841,-0.191614439,2.265276794,-4.695416636,0.178550152,3.698197956
32,0.8,-4.695416636,0.178550152,3.698197956,-4.668286893,0.361004312,2.095839029
36,0.9,-4.668286893,0.361004312,2.095839029,-4.639187842,0.223271868,-1.086333932
40,1,-4.639187842,0.223271868,-1.086333932,-3.530305522,-11.82793239,0
0,0,-3.530305522,-11.82793239,0,-4.559133746,-8.79910415,20
4,0.1,-4.559133746,-8.79910415,20,-5.299730854,-6.058507024,20
8,0.2,-5.299730854,-6.058507024,20,-5.779525664,-3.578712199,20
12,0.3,-5.779525664,-3.578712199,20,-6.023336796,-1.334901058,20
16,0.4,-6.023336796,-1.334901058,20,-6.115059656,-0.513248079,7.299301187
20,0.5,-6.115059656,-0.513248079,7.299301187,-6.163169782,-0.450008267,0.15129686
24,0.6,-6.163169782,-0.450008267,0.15129686,-6.195035604,-0.191614015,2.265284307
28,0.7,-6.195035604,-0.191614015,2.265284307,-6.195380407,0.178549577,3.69818788
32,0.8,-6.195380407,0.178549577,3.69818788,-6.162999241,0.464311838,3.181434274
36,0.9,-6.162999241,0.464311838,3.181434274,-6.125418798,0.29019844,-1.365329538
40,1,-6.125418798,0.29019844,-1.365329538,3.985448418,0.271554094,0
0,0,3.985448418,0.271554094,0,3.914541849,-1.657539279,-19.99999942
4,0.1,3.914541849,-1.657539279,-19.99999942,3.719684626,-2.230064687,-7.673826316
8,0.2,3.719684626,-2.230064687,-7.673826316,3.504900052,-2.068322057,-0.530419437
12,0.3,3.504900052,-2.068322057,-0.530419437,3.313264061,-1.769379302,1.073067643
16,0.4,3.313264061,-1.769379302,1.073067643,3.152295371,-1.455229462,1.531811501
20,0.5,3.152295371,-1.455229462,1.531811501,3.02234075,-1.148966484,1.763083572
24,0.6,3.02234075,-1.148966484,1.763083572,2.922451887,-0.853730559,1.953470611
28,0.7,2.922451887,-0.853730559,1.953470611,2.851432847,-0.571355708,2.113558112
32,0.8,2.851432847,-0.571355708,2.113558112,2.80723946,-0.316754671,2.104076507
36,0.9,2.80723946,-0.316754671,2.104076507,2.782958699,-0.171284656,1.211892528
40,1,2.782958699,-0.171284656,1.211892528,2.330893864,-17.58074575,0
0,0,2.330893864,-17.58074575,0,0.754613068,-14.00446494,20
4,0.1,0.754613068,-14.00446494,20,-0.481339613,-10.76851224,20
8,0.2,-0.481339613,-10.76851224,20,-1.40935068,-7.840501153,20
12,0.3,-1.40935068,-7.840501153,20,-2.058724652,-5.191127165,20
16,0.4,-2.058724652,-5.191127165,20,-2.455977355,-2.793874453,20
20,0.5,-2.455977355,-2.793874453,20,-2.625101302,-0.624750533,19.99999973
24,0.6,-2.625101302,-0.624750533,19.99999973,-2.665149204,-0.183559458,4.011431726
28,0.7,-2.665149204,-0.183559458,4.011431726,-2.66565973,0.167498941,3.505478738
32,0.8,-2.66565973,0.167498941,3.505478738,-2.646297981,0.218879841,0.707426488
36,0.9,-2.646297981,0.218879841,0.707426488,-2.628833781,0.131854344,-0.695612963
40,1,-2.628833781,0.131854344,-0.695612963,-1.274553908,-0.736896129,0
0,0,-1.274553908,-0.736896129,0,-1.279800484,0.609527933,13.41177485
4,0.1,-1.279800484,0.609527933,13.41177485,-1.239466943,0.203902197,-3.652921944
8,0.2,-1.239466943,0.203902197,-3.652921944,-1.239216853,-0.192298155,-3.959502622
12,0.3,-1.239216853,-0.192298155,-3.959502622,-1.271145468,-0.44211129,-2.817417497
16,0.4,-1.271145468,-0.44211129,-2.817417497,-1.318972709,-0.513248118,-1.189640698
20,0.5,-1.318972709,-0.513248118,-1.189640698,-1.367082836,-0.450008238,0.151297536
24,0.6,-1.367082836,-0.450008238,0.151297536,-1.398948658,-0.191614047,2.2652837
28,0.7,-1.398948658,-0.191614047,2.2652837,-1.400526541,0.154292238,3.443284017
32,0.8,-1.400526541,0.154292238,3.443284017,-1.386384856,0.128963532,-0.111870211
36,0.9,-1.386384856,0.128963532,-0.111870211,-1.376262791,0.074387222,-0.444542456
40,1,-1.376262791,0.074387222,-0.444542456,1.781182445,-0.265927345,0
0,0,1.781182445,-0.265927345,0,1.717188468,-1.001691502,-7.997581335
4,0.1,1.717188468,-1.001691502,-7.997581335,1.615821506,-1.025255076,-1.249305363
8,0.2,1.615821506,-1.025255076,-1.249305363,1.519239003,-0.908343206,0.203293665
12,0.3,1.519239003,-0.908343206,0.203293665,1.435484614,-0.769065469,0.55523349
16,0.4,1.435484614,-0.769065469,0.55523349,1.365599587,-0.630936837,0.682436046
20,0.5,1.365599587,-0.630936837,0.682436046,1.30927167,-0.497839421,0.767694987
24,0.6,1.30927167,-0.497839421,0.767694987,1.265993555,-0.369855585,0.847057216
28,0.7,1.265993555,-0.369855585,0.847057216,1.235227036,-0.247513492,0.915755741
32,0.8,1.235227036,-0.247513492,0.915755741,1.216082376,-0.137217671,0.911511603
36,0.9,1.216082376,-0.137217671,0.911511603,1.205563994,-0.074200096,0.524991925
40,1,1.205563994,-0.074200096,0.524991925,6.703474822,-9.59402109,0
0,0,6.703474822,-9.59402109,0,5.887231364,-6.777777631,20
4,0.1,5.887231364,-6.777777631,20,5.338988896,-4.22953536,19.99999803
8,0.2,5.338988896,-4.22953536,19.99999803,4.970995474,-3.148349834,7.131921049
12,0.3,4.970995474,-3.148349834,7.131921049,4.686684958,-2.54786687,3.161724472
16,0.4,4.686684958,-2.54786687,3.161724472,4.456357898,-2.066692562,2.508472489
20,0.5,4.456357898,-2.066692562,2.508472489,4.272087744,-1.626053286,2.563691211
24,0.6,4.272087744,-1.626053286,2.563691211,4.130777434,-1.207133743,2.776092336
28,0.7,4.130777434,-1.207133743,2.776092336,4.030369928,-0.807672945,2.990532916
32,0.8,4.030369928,-0.807672945,2.990532916,3.967899342,-0.447736715,2.97465644
36,0.9,3.967899342,-0.447736715,2.97465644,3.933578344,-0.24210978,1.713059376
40,1,3.933578344,-0.24210978,1.713059376,4.614725809,-8.171327022,0
0,0,4.614725809,-8.171327022,0,3.933869593,-5.490470803,20
4,0.1,3.933869593,-5.490470803,20,3.508130568,-3.064731941,19.99999837
8,0.2,3.508130568,-3.064731941,19.99999837,3.249753285,-2.118580274,6.877743848
12,0.3,3.249753285,-2.118580274,6.877743848,3.060371273,-1.676427954,2.527703072
16,0.4,3.060371273,-1.676427954,2.527703072,2.909227491,-1.351856304,1.734278687
20,0.5,2.909227491,-1.351856304,1.734278687,2.788774625,-1.062030634,1.693728036
24,0.6,2.788774625,-1.062030634,1.693728036,2.696495698,-0.788112449,1.816392582
28,0.7,2.696495698,-0.788112449,1.816392582,2.630944545,-0.527257473,1.953038225
32,0.8,2.630944545,-0.527257473,1.953038225,2.590163516,-0.292278774,1.941976699
36,0.9,2.590163516,-0.292278774,1.941976699,2.567759102,-0.158046328,1.118280329
40,1,2.567759102,-0.158046328,1.118280329,-8.443955649,-10.85850464,0
0,0,-8.443955649,-10.85850464,0,-9.380530625,-7.921929642,20
4,0.1,-9.380530625,-7.921929642,20,-10.03765354,-5.264806707,20
8,0.2,-10.03765354,-5.264806707,20,-10.44191778,-2.860542452,20
12,0.3,-10.44191778,-2.860542452,20,-10.61738602,-0.685074196,20
16,0.4,-10.61738602,-0.685074196,20,-10.67715897,-0.513248081,1.120531654
20,0.5,-10.67715897,-0.513248081,1.120531654,-10.7252691,-0.450008263,0.151296916
24,0.6,-10.7252691,-0.450008263,0.151296916,-10.75713492,-0.19161402,2.26528422
28,0.7,-10.75713492,-0.19161402,2.26528422,-10.75747973,0.178549589,3.698188055
32,0.8,-10.75747973,0.178549589,3.698188055,-10.70966165,0.767989543,6.372580283
36,0.9,-10.70966165,0.767989543,6.372580283,-10.64700127,0.48985286,-2.154763042
40,1,-10.64700127,0.48985286,-2.154763042,8.67559446,-4.681572344,0
0,0,8.67559446,-4.681572344,0,8.168464165,-5.448257592,-12.73815542
4,0.1,8.168464165,-5.448257592,-12.73815542,7.646731272,-4.993970465,-0.67445767
8,0.2,7.646731272,-4.993970465,-0.67445767,7.181418627,-4.323455797,2.052020241
12,0.3,7.181418627,-4.323455797,2.052020241,6.78378134,-3.640667849,2.851506614
16,0.4,6.78378134,-3.640667849,2.851506614,6.453155754,-2.982806417,3.272358449
20,0.5,6.453155754,-2.982806417,3.272358449,6.186900898,-2.35278924,3.637623213
24,0.6,6.186900898,-2.35278924,3.637623213,5.982376185,-1.747786702,4.004778258
28,0.7,5.982376185,-1.747786702,4.004778258,5.836987528,-1.169620942,4.327771021
32,0.8,5.836987528,-1.169620942,4.327771021,5.74651996,-0.64841572,4.307376542
36,0.9,5.74651996,-0.64841572,4.307376542,5.696815858,-0.350628615,2.480830024
40,1,5.696815858,-0.350628615,2.480830024,-1.434182119,-0.22808153,0
0,0,-1.434182119,-0.22808153,0,-1.406253426,0.770023082,10.26033305
4,0.1,-1.406253426,0.770023082,10.26033305,-1.35802885,0.2039022,-5.178963063
8,0.2,-1.35802885,0.2039022,-5.178963063,-1.35777876,-0.192298157,-3.959502677
12,0.3,-1.35777876,-0.192298157,-3.959502677,-1.389707375,-0.442111288,-2.817417461
16,0.4,-1.389707375,-0.442111288,-2.817417461,-1.437534617,-0.513248119,-1.189640719
20,0.5,-1.437534617,-0.513248119,-1.189640719,-1.485644743,-0.450008238,0.151297547
24,0.6,-1.485644743,-0.450008238,0.151297547,-1.517510565,-0.191614045,2.26528371
28,0.7,-1.517510565,-0.191614045,2.26528371,-1.518259837,0.170592828,3.614576013
32,0.8,-1.518259837,0.170592828,3.614576013,-1.502729951,0.140506248,-0.145566944
36,0.9,-1.502729951,0.140506248,-0.145566944,-1.491709441,0.080897275,-0.485884627
40,1,-1.491709441,0.080897275,-0.485884627,-2.97684872,-2.447180293,0
0,0,-2.97684872,-2.447180293,0,-3.112980354,-0.311048647,20
4,0.1,-3.112980354,-0.311048647,20,-3.117730893,0.207398519,5.136966261
8,0.2,-3.117730893,0.207398519,5.136966261,-3.117552737,-0.197094975,-4.043153384
12,0.3,-3.117552737,-0.197094975,-4.043153384,-3.149382658,-0.435530188,-2.702651343
16,0.4,-3.149382658,-0.435530188,-2.702651343,-3.197345303,-0.522277155,-1.347096106
20,0.5,-3.197345303,-0.522277155,-1.347096106,-3.245269659,-0.437620679,0.367321198
24,0.6,-3.245269659,-0.437620679,0.367321198,-3.277390349,-0.208609341,1.968906472
28,0.7,-3.277390349,-0.208609341,1.968906472,-3.27738548,0.201866596,4.10480806
32,0.8,-3.27738548,0.201866596,4.10480806,-3.253824252,0.268251727,0.899463595
36,0.9,-3.253824252,0.268251727,0.899463595,-3.232410415,0.161798942,-0.850389477
40,1,-3.232410415,0.161798942,-0.850389477,5.894282438,-7.032361296,0
0,0,5.894282438,-7.032361296,0,5.321813128,-4.459892243,19.99999742
4,0.1,5.321813128,-4.459892243,19.99999742,4.929223344,-3.409408586,6.578938729
8,0.2,4.929223344,-3.409408586,6.578938729,4.618234279,-2.820191364,2.78228157
12,0.3,4.618234279,-2.820191364,2.78228157,4.360199801,-2.348360722,2.137961642
16,0.4,4.360199801,-2.348360722,2.137961642,4.147205005,-1.918695091,2.166708363
20,0.5,4.147205005,-1.918695091,2.166708363,3.975989772,-1.512380368,2.350994888
24,0.6,3.975989772,-1.512380368,2.350994888,3.844530947,-1.123280046,2.576414971
28,0.7,3.844530947,-1.123280046,2.576414971,3.751093379,-0.751663884,2.781785945
32,0.8,3.751093379,-0.751663884,2.781785945,3.692954141,-0.416702635,2.768220112
36,0.9,3.692954141,-0.416702635,2.768220112,3.661011963,-0.22532995,1.594305062
40,1,3.661011963,-0.22532995,1.594305062,-6.826562538,-4.949208361,0
0,0,-6.826562538,-4.949208361,0,-7.200793623,-2.574977259,20
4,0.1,-7.200793623,-2.574977259,20,-7.349086746,-0.426684125,20
8,0.2,-7.349086746,-0.426684125,20,-7.379946973,-0.194391316,2.014325826
12,0.3,-7.379946973,-0.194391316,2.014325826,-7.411832521,-0.439239516,-2.76733748
16,0.4,-7.411832521,-0.439239516,-2.76733748,-7.459718848,-0.517188092,-1.258349032
20,0.5,-7.459718848,-0.517188092,-1.258349032,-7.50774791,-0.444602701,0.245563299
24,0.6,-7.50774791,-0.444602701,0.245563299,-7.539724948,-0.199030252,2.135954104
28,0.7,-7.539724948,-0.199030252,2.135954104,-7.539917165,0.188724409,3.875624442
32,0.8,-7.539917165,0.188724409,3.875624442,-7.502219475,0.559058183,4.080314637
36,0.9,-7.502219475,0.559058183,4.080314637,-7.456891207,0.350974654,-1.627552614
40,1,-7.456891207,0.350974654,-1.627552614,9.125159719,0.224399128,0
0,0,9.125159719,0.224399128,0,9.049765758,-1.700206923,-20
4,0.1,9.049765758,-1.700206923,-20,8.791221317,-3.441662478,-19.99999996
8,0.2,8.791221317,-3.441662478,-19.99999996,8.389750053,-4.568977341,-15.28786126
12,0.3,8.389750053,-4.568977341,-15.28786126,7.953276075,-4.167197444,-0.346940814
16,0.4,7.953276075,-4.167197444,-0.346940814,7.571563191,-3.478536016,3.06948544
20,0.5,7.571563191,-3.478536016,3.06948544,7.260409397,-2.756570619,4.10811603
24,0.6,7.260409397,-2.756570619,4.10811603,7.020659891,-2.050190527,4.66630586
28,0.7,7.020659891,-2.050190527,4.66630586,6.850093528,-1.372430862,5.071933017
32,0.8,6.850093528,-1.372430862,5.071933017,6.74393562,-0.760917474,5.053554805
36,0.9,6.74393562,-0.760917474,5.053554805,6.685607363,-0.411470815,2.911184013
40,1,6.685607363,-0.411470815,2.911184013,6.134896605,-7.098062579,0
0,0,6.134896605,-7.098062579,0,5.556174954,-4.519341956,19.99998973
4,0.1,5.556174954,-4.519341956,19.99998973,5.154221475,-3.536112057,5.812764191
8,0.2,5.154221475,-3.536112057,5.812764191,4.830715775,-2.943870995,2.687353617
12,0.3,4.830715775,-2.943870995,2.687353617,4.561163161,-2.455322392,2.189959895
16,0.4,4.561163161,-2.455322392,2.189959895,4.338425906,-2.006895263,2.256898731
20,0.5,4.338425906,-2.006895263,2.256898731,4.159331934,-1.582063509,2.457377828
24,0.6,4.159331934,-1.582063509,2.457377828,4.021814554,-1.175066255,2.694798738
28,0.7,4.021814554,-1.175066255,2.694798738,3.924068982,-0.786323157,2.909975268
32,0.8,3.924068982,-0.786323157,2.909975268,3.863248896,-0.435917676,2.895853951
36,0.9,3.863248896,-0.435917676,2.895853951,3.829833792,-0.235720482,1.667820889
40,1,3.829833792,-0.235720482,1.667820889,1.431416847,-1.731525669,0
0,0,1.431416847,-1.731525669,0,1.29260367,-1.05599484,5.367176517
4,0.1,1.29260367,-1.05599484,5.367176517,1.199030478,-0.819411385,1.430102643
8,0.2,1.199030478,-0.819411385,1.430102643,1.124065631,-0.682172499,0.622740387
12,0.3,1.124065631,-0.682172499,0.622740387,1.061087865,-0.579100397,0.400943362
16,0.4,1.061087865,-0.579100397,0.400943362,1.005807104,-0.52737674,-0.035571045
20,0.5,1.005807104,-0.52737674,-0.035571045,0.957987659,-0.430624445,0.489328499
24,0.6,0.957987659,-0.430624445,0.489328499,0.922407924,-0.283423197,1.116215131
28,0.7,0.922407924,-0.283423197,1.116215131,0.899164913,-0.183108639,0.77071548
32,0.8,0.899164913,-0.183108639,0.77071548,0.885053115,-0.100503845,0.684929952
36,0.9,0.885053115,-0.100503845,0.684929952,0.877354512,-0.054239164,0.385660776
40,1,0.877354512,-0.054239164,0.385660776,-9.466952448,-13.74111404,0
0,0,-9.466952448,-13.74111404,0,-10.67784398,-10.53022249,20
4,0.1,-10.67784398,-10.53022249,20,-11.58317878,-7.624887674,20
8,0.2,-11.58317878,-7.624887674,20,-12.21203441,-4.99603202,20
12,0.3,-12.21203441,-4.99603202,20,-12.59072136,-2.61734506,20
16,0.4,-12.59072136,-2.61734506,20,-12.74553573,-0.51399242,19.48538268
20,0.5,-12.74553573,-0.51399242,19.48538268,-12.79363054,-0.448987054,0.169105541
24,0.6,-12.79363054,-0.448987054,0.169105541,-12.82551737,-0.193015063,2.240851595
28,0.7,-12.82551737,-0.193015063,2.240851595,-12.82583335,0.180471775,3.731708615
32,0.8,-12.82583335,0.180471775,3.731708615,-12.77794578,0.767497464,6.349132575
36,0.9,-12.77794578,0.767497464,6.349132575,-12.7133105,0.529179419,-1.736827668
40,1,-12.7133105,0.529179419,-1.736827668,2.473941916,-9.094232363,0
0,0,2.473941916,-9.094232363,0,1.705259644,-6.325550077,20
4,0.1,1.705259644,-6.325550077,20,1.200052328,-3.820342755,20
8,0.2,1.200052328,-3.820342755,20,0.933247005,-1.553537501,19.99999931
12,0.3,0.933247005,-1.553537501,19.99999931,0.822942942,-0.66731171,7.759217286
16,0.4,0.822942942,-0.66731171,7.759217286,0.763325107,-0.527376867,0.803170076
20,0.5,0.763325107,-0.527376867,0.803170076,0.715505669,-0.430624153,0.489332762
24,0.6,0.715505669,-0.430624153,0.489332762,0.682503742,-0.232712378,1.649098474
28,0.7,0.682503742,-0.232712378,1.649098474,0.663942673,-0.140053072,0.740982366
32,0.8,0.663942673,-0.140053072,0.740982366,0.653232385,-0.07523283,0.541099548
36,0.9,0.653232385,-0.07523283,0.541099548,0.647478555,-0.040423826,0.290551746
40,1,0.647478555,-0.040423826,0.290551746,-8.41803966,-9.803386833,0
0,0,-8.41803966,-9.803386833,0,-9.254206901,-6.967219573,20
4,0.1,-9.254206901,-6.967219573,20,-9.820477143,-4.400949313,20
8,0.2,-9.820477143,-4.400949313,20,-10.14253448,-2.078891961,20
12,0.3,-10.14253448,-2.078891961,20,-10.26680702,-0.433969513,15.20649915
16,0.4,-10.26680702,-0.433969513,15.20649915,-10.31480177,-0.524418349,-1.384435909
20,0.5,-10.31480177,-0.524418349,-1.384435909,-10.36268207,-0.434683038,0.418550086
24,0.6,-10.36268207,-0.434683038,0.418550086,-10.3948632,-0.212639685,1.89862222
28,0.7,-10.3948632,-0.212639685,1.89862222,-10.39477541,0.207396052,4.201235269
32,0.8,-10.39477541,0.207396052,4.201235269,-10.34720039,0.735307279,5.754862462
36,0.9,-10.34720039,0.735307279,5.754862462,-10.28711597,0.470789039,-2.044338188
40,1,-10.28711597,0.470789039,-2.044338188,-4.522571221,1.080811564,0
0,0,-4.522571221,1.080811564,0,-4.430319625,0.769409519,-2.191504501
4,0.1,-4.430319625,0.769409519,-2.191504501,-4.382082317,0.204746135,-5.164260759
8,0.2,-4.382082317,0.204746135,-5.164260759,-4.38184959,-0.193455995,-3.979694028
12,0.3,-4.38184959,-0.193455995,-3.979694028,-4.413754381,-0.440522744,-2.789715398
16,0.4,-4.413754381,-0.440522744,-2.789715398,-4.461614306,-0.515427537,-1.227647176
20,0.5,-4.461614306,-0.515427537,-1.227647176,-4.50967959,-0.447018123,0.203441297
24,0.6,-4.50967959,-0.447018123,0.203441297,-4.541606931,-0.195716363,2.193744187
28,0.7,-4.541606931,-0.195716363,2.193744187,-4.54186733,0.184177866,3.796338298
32,0.8,-4.54186733,0.184177866,3.796338298,-4.514938205,0.35161449,1.943657489
36,0.9,-4.514938205,0.35161449,1.943657489,-4.486627028,0.216854671,-1.064486422
40,1,-4.486627028,0.216854671,-1.064486422,7.181513526,-15.89727182,0
0,0,7.181513526,-15.89727182,0,5.765436455,-12.48119473,20
4,0.1,5.765436455,-12.48119473,20,4.6744421,-9.390200359,20
8,0.2,4.6744421,-9.390200359,20,3.87759475,-6.593352997,20
12,0.3,3.87759475,-6.593352997,20,3.346902616,-4.062660866,19.99999997
16,0.4,3.346902616,-4.062660866,19.99999997,3.05127374,-1.886185203,18.80846787
20,0.5,3.05127374,-1.886185203,18.80846787,2.897444698,-1.201800139,5.305560225
24,0.6,2.897444698,-1.201800139,5.305560225,2.795767834,-0.837802758,2.623205169
28,0.7,2.795767834,-0.837802758,2.623205169,2.72657812,-0.550774524,2.178385206
32,0.8,2.72657812,-0.550774524,2.178385206,2.684054171,-0.303819689,2.044308862
36,0.9,2.684054171,-0.303819689,2.044308862,2.660773239,-0.164126777,1.164119799
40,1,2.660773239,-0.164126777,1.164119799,2.888185809,-13.13788373,0
0,0,2.888185809,-13.13788373,0,1.734699233,-9.984397137,20
4,0.1,1.734699233,-9.984397137,20,0.881306584,-7.131004471,20
8,0.2,0.881306584,-7.131004471,20,0.299450147,-4.549148023,20
12,0.3,0.299450147,-4.549148023,20,-0.036710164,-2.212987717,19.99999995
16,0.4,-0.036710164,-2.212987717,19.99999995,-0.172323954,-0.527376929,15.49996997
20,0.5,-0.172323954,-0.527376929,15.49996997,-0.220143393,-0.430624128,0.489333621
24,0.6,-0.220143393,-0.430624128,0.489333621,-0.252408037,-0.218208412,1.801510719
28,0.7,-0.252408037,-0.218208412,1.801510719,-0.263575304,-0.008629342,1.984118029
32,0.8,-0.263575304,-0.008629342,1.984118029,-0.263169203,0.016335358,0.253708011
36,0.9,-0.263169203,0.016335358,0.253708011,-0.261802053,0.011094973,-0.038732352
40,1,-0.261802053,0.011094973,-0.038732352,-5.65022115,-2.719629273,0
0,0,-5.65022115,-2.719629273,0,-5.812279733,-0.55757068,20
4,0.1,-5.812279733,-0.55757068,20,-5.829108825,0.208227647,7.489692346
8,0.2,-5.829108825,0.208227647,7.489692346,-5.828947729,-0.198232513,-4.062990642
12,0.3,-5.828947729,-0.198232513,-4.062990642,-5.860754246,-0.43396953,-2.675435342
16,0.4,-5.860754246,-0.43396953,-2.675435342,-5.908749,-0.524418327,-1.384435512
20,0.5,-5.908749,-0.524418327,-1.384435512,-5.956629303,-0.434683068,0.418549569
24,0.6,-5.956629303,-0.434683068,0.418549569,-5.988810434,-0.212639649,1.898622882
28,0.7,-5.988810434,-0.212639649,1.898622882,-5.988722643,0.207396026,4.201234654
32,0.8,-5.988722643,0.207396026,4.201234654,-5.955337795,0.456155631,2.821444529
36,0.9,-5.955337795,0.456155631,2.821444529,-5.91851402,0.283201947,-1.361299088
40,1,-5.91851402,0.283201947,-1.361299088,-6.627816052,-11.29060782,0
0,0,-6.627816052,-11.29060782,0,-7.605511083,-8.312912775,20
4,0.1,-7.605511083,-8.312912775,20,-8.299840964,-5.618582875,20
8,0.2,-8.299840964,-5.618582875,20,-8.737771456,-3.180652367,20
12,0.3,-8.737771456,-3.180652367,20,-8.943702186,-0.974721625,20
16,0.4,-8.943702186,-0.974721625,20,-9.017716175,-0.513248082,3.874595549
20,0.5,-9.017716175,-0.513248082,3.874595549,-9.065826301,-0.450008262,0.151296946
24,0.6,-9.065826301,-0.450008262,0.151296946,-9.097692122,-0.191614021,2.265284193
28,0.7,-9.097692122,-0.191614021,2.265284193,-9.098036925,0.178549589,3.698188068
32,0.8,-9.098036925,0.178549589,3.698188068,-9.0554934,0.664227626,5.282215616
36,0.9,-9.0554934,0.664227626,5.282215616,-9.001500173,0.419711509,-1.905228895
40,1,-9.001500173,0.419711509,-1.905228895,8.166420376,-2.757417508,0
0,0,8.166420376,-2.757417508,0,7.807269049,-4.398266126,-19.99999945
4,0.1,7.807269049,-4.398266126,-19.99999945,7.355425207,-4.63467127,-6.882489854
8,0.2,7.355425207,-4.63467127,-6.882489854,6.917651139,-4.129232677,0.676645235
12,0.3,6.917651139,-4.129232677,0.676645235,6.53668204,-3.500624364,2.476392149
16,0.4,6.53668204,-3.500624364,2.476392149,6.21853401,-2.872798247,3.09678087
20,0.5,6.21853401,-2.872798247,3.09678087,5.962051164,-2.266954398,3.493610032
24,0.6,5.962051164,-2.266954398,3.493610032,5.764978794,-1.684203895,3.856781322
28,0.7,5.764978794,-1.684203895,3.856781322,5.624877589,-1.127103664,4.169990258
