,Unnamed: 0,Unnamed: 0.1,t,xi1,xi2,ui,xf1,xf2,uf
956,1051,24,0.6,-10.7577432,-0.43468304,0.418550046,-10.78992433,-0.212639682,1.898622273
957,1052,28,0.7,-10.78992433,-0.212639682,1.898622273,-10.78983654,0.207396051,4.201235231
958,1053,32,0.8,-10.78983654,0.207396051,4.201235231,-10.74226151,0.735307455,5.754864319
959,1054,36,0.9,-10.74226151,0.735307455,5.754864319,-10.68179346,0.478335749,-1.965036529
961,1057,4,0.1,-0.136400492,-12.8694767,20.0,-1.264344762,-9.741532409,20.0
962,1058,8,0.2,-1.264344762,-9.741532409,20.0,-2.094625777,-6.911251377,20.0
963,1059,12,0.3,-2.094625777,-6.911251377,20.0,-2.655569941,-4.350307199,20.0
964,1060,16,0.4,-2.655569941,-4.350307199,20.0,-2.972808045,-2.03306909,20.0
965,1061,20,0.5,-2.972808045,-2.03306909,20.0,-3.094863891,-0.434683154,14.7633009
966,1062,24,0.6,-3.094863891,-0.434683154,14.7633009,-3.12704502,-0.212639535,1.898624901
967,1063,28,0.7,-3.12704502,-0.212639535,1.898624901,-3.126957233,0.207395844,4.201231655
968,1064,32,0.8,-3.126957233,0.207395844,4.201231655,-3.103591599,0.259055996,0.750257868
969,1065,36,0.9,-3.103591599,0.259055996,0.750257868,-3.082949404,0.155513329,-0.829004715
971,1068,4,0.1,8.981437064,-6.731776438,13.4454379,8.364882868,-5.617869511,4.973527303
972,1069,8,0.2,8.364882868,-5.617869511,4.973527303,7.846879879,-4.756543299,3.433232238
973,1070,12,0.3,7.846879879,-4.756543299,3.433232238,7.41050541,-3.983822621,3.363462084
974,1071,16,0.4,7.41050541,-3.983822621,3.363462084,7.048936659,-3.259620429,3.626334406
975,1072,20,0.5,7.048936659,-3.259620429,3.626334406,6.758016174,-2.57027641,3.984235349
976,1073,24,0.6,6.758016174,-2.57027641,3.984235349,6.534593997,-1.909183506,4.376707273
977,1074,28,0.7,6.534593997,-1.909183506,4.376707273,6.375781147,-1.277598178,4.727724768
978,1075,32,0.8,6.375781147,-1.277598178,4.727724768,6.276962013,-0.708271691,4.705073538
979,1076,36,0.9,6.276962013,-0.708271691,4.705073538,6.222669695,-0.38299504,2.709843333
981,1079,4,0.1,3.751326803,-2.340125814,-11.8477115,3.521095656,-2.265736742,-1.558420752
982,1080,8,0.2,3.521095656,-2.265736742,-1.558420752,3.308797014,-1.984915681,0.685224186
983,1081,12,0.3,3.308797014,-1.984915681,0.685224186,3.126000963,-1.676150553,1.259690775
984,1082,16,0.4,3.126000963,-1.676150553,1.259690775,2.973733988,-1.374220293,1.496632839
985,1083,20,0.5,2.973733988,-1.374220293,1.496632839,2.851057138,-1.084150395,1.673930489
986,1084,24,0.6,2.851057138,-1.084150395,1.673930489,2.75681161,-0.80540515,1.84499716
987,1085,28,0.7,2.75681161,-0.80540515,1.84499716,2.689814103,-0.538984581,1.994230631
988,1086,32,0.8,2.689814103,-0.538984581,1.994230631,2.648124799,-0.298803856,1.984914201
989,1087,36,0.9,2.648124799,-0.298803856,1.984914201,2.625220078,-0.161577292,1.143218429
991,1090,4,0.1,-9.82355388,-13.81438301,20.0,-11.04141787,-10.596519,20.0
992,1091,8,0.2,-11.04141787,-10.596519,20.0,-11.95306162,-7.684875237,20.0
993,1092,12,0.3,-11.95306162,-7.684875237,20.0,-12.58762583,-5.050311011,20.0
994,1093,16,0.4,-12.58762583,-5.050311011,20.0,-12.9714781,-2.66645872,20.0
995,1094,20,0.5,-12.9714781,-2.66645872,20.0,-13.12847684,-0.509459975,20.0
996,1095,24,0.6,-13.12847684,-0.509459975,20.0,-13.16285627,-0.183559461,2.915210807
997,1096,28,0.7,-13.16285627,-0.183559461,2.915210807,-13.16336679,0.167499005,3.505479432
998,1097,32,0.8,-13.16336679,0.167499005,3.505479432,-13.11594799,0.770823363,6.507431631
999,1098,36,0.9,-13.11594799,0.770823363,6.507431631,-13.05075817,0.53687151,-1.687620362
