,Unnamed: 0,Unnamed: 0.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1575,1575.0,5.0,0.5,198.27866,215.07546,230.01669,242.5464,252.4551,259.86251,265.13949,268.79509,271.3575,273.27216,274.83073,276.13596,277.10194,277.48669,276.95276,275.14889,271.80148,266.7994,260.25239,252.50583,299.7656165233946,302.9283699024736,2972.68685,517.76143,2197.9821,-53.137490000000014
1576,1576.0,6.0,0.6,291.38721,283.6388,277.04626,271.95309,268.48554,266.56473,265.95656,266.34194,267.3888,268.81142,270.40959,272.08605,273.84465,275.77266,278.01074,280.71426,284.01103,287.96234,292.53581,297.59769,347.87041145312537,310.44045227549327,3490.44828,380.31016,1680.2206700000002,-46.43527
1577,1577.0,7.0,0.7,334.91742,322.52062,311.17085,301.24187,292.96216,286.41296,281.54917,278.23483,276.28357,275.49568,275.68627,276.70229,278.42865,280.78535,283.71808,287.18527,291.14411,295.5384,300.29044,305.29851,239.3855078777661,187.8502795558913,3870.75844,334.6602500000004,1299.9105100000002,-26.58704
1578,1578.0,8.0,0.8,248.73325,257.46781,265.07699,271.22515,275.78603,278.82853,280.56346,281.26772,281.2042,280.55265,279.36173,277.5272,274.79853,270.81406,265.16302,257.4687,247.48134,235.16298,220.7433,204.72794,215.7674828210794,344.5947735761391,4205.41869,505.5026399999997,965.2502599999998,-34.17147
1579,1579.0,9.0,0.9,225.52627,234.9056,243.56393,251.22852,257.71466,262.93238,266.88326,269.65299,271.40498,272.37908,272.89515,273.35706,274.24876,276.11255,279.50193,284.90799,292.66839,302.87825,315.32848,329.49544,316.05253858706885,212.22659543066908,4710.92133,459.7476200000001,459.7476200000001,-50.06761999999998
1580,1580.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,315.4539521231262,256.96090970312497,0.0,439.45907,3100.4069199999994,-40.0
1581,1581.0,1.0,0.1,308.21762,301.31114,295.01899,289.54521,284.99547,281.37798,278.61992,276.59245,275.13709,274.08759,273.28451,272.5827,271.85381,270.98694,269.89029,268.49511,266.76191,264.68698,262.30653,259.6957,287.62611305451514,366.5282202159281,439.45907,377.82051,2660.94785,-31.62202000000002
1582,1582.0,2.0,0.2,287.21402,286.70004,286.0044,285.08618,283.95133,282.65211,281.28082,279.96267,278.85221,278.13559,278.0376,278.82875,280.8254,284.37508,289.82162,297.45021,307.41973,319.69734,334.01432,349.8608,366.4311077793641,246.89594615176964,817.27958,230.81724,2283.1273399999995,-30.347890000000007
1583,1583.0,3.0,0.3,352.23585,338.66462,326.26228,315.43359,306.41244,299.26357,293.90942,290.16898,287.79465,286.49717,285.95545,285.81525,285.68601,285.14726,283.77368,281.18209,277.09457,271.40337,264.21767,255.87342,186.11977172841213,354.7840929192004,1048.09682,237.78971,2052.3101,-13.736429999999984
1584,1584.0,4.0,0.4,206.77908,226.27205,243.60799,258.10582,269.45838,277.72103,283.24014,286.55028,288.2712,289.02827,289.40659,289.93598,291.09418,293.31206,296.96644,302.35354,309.64566,318.84305,329.73916,341.91663,297.1039747671905,344.1869977594968,1285.88653,198.7260000000001,1814.52039,-35.278970000000015
1585,1585.0,5.0,0.5,291.85292,287.11067,283.29901,280.68898,279.3758,279.29508,280.27065,282.07699,284.49801,287.36898,290.59546,294.15084,298.05825,302.36534,307.119,312.34561,318.03921,324.1578,330.62608,337.34234,258.0567866228614,294.56594093796207,1484.61253,142.55071999999996,1615.7943899999998,-33.704920000000016
1586,1586.0,6.0,0.6,262.40443,266.60163,270.52822,274.11639,277.35913,280.30373,283.03335,285.64193,288.20855,290.77567,293.33459,295.81949,298.11085,300.04885,301.4565,302.17088,302.07847,301.14776,299.45099,297.16767,238.863799874223,181.3006626450149,1627.16325,237.9638399999999,1473.2436699999998,-32.69627000000003
1587,1587.0,7.0,0.7,245.70826,252.36485,258.66715,264.48606,269.73586,274.36893,278.36013,281.6837,284.2866,286.06282,286.83311,286.33549,284.23171,280.13466,273.65881,264.4908,252.47039,237.66487,220.4167,201.34621,350.0246965846651,260.0307715753137,1865.12709,425.10040000000026,1235.27983,-38.63107000000002
