,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,u,L,inst_cost,ctg,path_diff
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,0.0,0.0,-1.0,-0.1398639685380409,0.0,0.0922297946,2.3041569752,-2.5
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,0.1,-0.0958391636,-0.9181472333,-11.46072311550166,0.0922297946,0.2807140911,2.2119271806,-1.6981472333000005
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,0.2,-0.2386527316,-1.9214059768,7.165177687715103,0.3729438857,0.2619084400000001,1.9312130895,-2.1414059768
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,0.3,-0.3868377284,-1.0567032112,-1.34666913450863,0.6348523257,0.1350291776999999,1.6693046495,-0.8767032112000002
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,0.4,-0.4939105432,-1.0842973099,-1.1533207043666571,0.7698815034,0.1491194353,1.5342754718000002,-0.6642973098999999
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,0.5,-0.6026740698,-1.0908658538,-8.010855103455357,0.9190009387,0.2837922332,1.3851560365000002,-0.5908658538
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,0.6,-0.7452355478,-1.749389886,7.698187851318994,1.2027931719,0.2703358231999999,1.1013638033000002,-1.329389886
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,0.7,-0.8744727544,-0.8503338944,-7.558698528483996,1.4731289951,0.2562105347000001,0.8310279801000002,-0.6703338943999998
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,0.8,-0.9919568502,-1.4887196513,6.931010098695677,1.7293395298,0.2572302493,0.5748174454000001,-1.7087196513000005
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,0.9,-1.100099065,-0.6874764267,-9.968363315438223,1.9865697791,0.3175871961000001,0.3175871961000001,-1.4674764267000002
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,0.0,0.0,-1.0,0.1928541167104354,0.0,0.0892232471,2.7925995606000003,-2.5
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,0.1,-0.0942296706,-0.8864849177,-13.541807923309218,0.0892232471,0.3310997261,2.7033763135,-1.6664849177000003
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,0.2,-0.2440972488,-2.0907981318,9.488577233317688,0.4203229732,0.3004985046,2.3722765874,-2.3107981318000004
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,0.3,-0.3971627862,-0.9888748711,-9.345639327801958,0.7208214778,0.2643604033,2.0717780828,-0.8088748711000001
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,0.4,-0.5364754411,-1.784126149,5.313791647827479,0.9851818811,0.2633943953999998,1.8074176795,-1.364126149
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,0.5,-0.6805525843,-1.108669841,-7.220571566579395,1.2485762765,0.2819045713000001,1.5440232841,-0.608669841
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,0.6,-0.8209854225,-1.6902941595,6.132585040680735,1.5304808478,0.2753746817,1.2621187127999998,-1.2702941595
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,0.7,-0.9521724481,-0.9458486299,-6.509840317363842,1.8058555295,0.2729800799999999,0.9867440310999998,-0.7658486298999998
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,0.8,-1.0736726889,-1.4753324208,7.798551103952542,2.0788356095,0.2706225993999998,0.7137639510999998,-1.6953324208000002
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,0.9,-1.1763442534,-0.5928057459,-14.911276075422926,2.3494582089,0.4431413517,0.4431413517,-1.3728057459000005
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,0.0,0.0,-1.0,0.9915767656986518,0.0,0.0827375225,0.5836161681,-2.5
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,0.1,-0.0903659073,-0.8104764161,-0.9478933972090712,0.0827375225,0.0689946809,0.5008786456000001,-1.5904764161000002
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,0.2,-0.1720782818,-0.8235533814,0.049773903066504,0.1517322034,0.0656413614,0.4318839647,-1.0435533814
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,0.3,-0.2502090369,-0.7404452359,0.2356154215260384,0.2173735648,0.0563553892,0.3662426033,-0.5604452359000001
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,0.4,-0.3195319361,-0.6475607946,0.581556082401137,0.273728954,0.0471422176999999,0.3098872141,-0.2275607946
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,0.5,-0.3783423026,-0.5305948199,-0.2666051138360912,0.3208711717,0.0432350468,0.2627449964,-0.0305948199
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,0.6,-0.4301248458,-0.505472788,-0.4083583910576711,0.3641062185,0.0459073434999999,0.2195099496,-0.0854727879999999
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,0.7,-0.4802024071,-0.4962310658,-0.5975147165730907,0.410013562,0.0508344846,0.1736026061,-0.3162310657999998
38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,,,,,,,0.8,-0.5303153734,-0.5058695712,-0.833820701828393,0.4608480466,0.0585290783999999,0.1227681215,-0.7258695712000002
39,39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,,,,,,,0.9,-0.5824885249,-0.5370784899,-0.2007047623527023,0.519377125,0.0642390431,0.0642390431,-1.3170784899
40,40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,,,,,,,0.0,0.0,-1.0,-0.7492369679255695,0.0,0.0982011839,2.1196768427,-2.5
41,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,,,,,0.1,-0.0987869416,-0.9761367552,-9.56389627605274,0.0982011839,0.2477162286999999,2.0214756588,-1.7561367552000002
42,42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,,,,,,,0.2,-0.2379431976,-1.7933701268,6.324722143500653,0.3459174126,0.2312094892,1.7737594301,-2.0133701268
43,43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,,,,,,,0.3,-0.378009607,-1.0208315031,-1.3755844665596455,0.5771269018,0.1272476625999999,1.5425499409,-0.8408315031
44,44,44.0,44.0,44.0,44.0,44.0,44.0,44.0,,,,,,,0.4,-0.4818086135,-1.0545909432,0.1998438067987489,0.7043745644,0.1273615308,1.4153022783,-0.6345909432
45,45,45.0,45.0,45.0,45.0,45.0,45.0,45.0,,,,,,,0.5,-0.5811994856,-0.9352156904,-8.454663491854749,0.8317360952,0.2498623906,1.2879407475,-0.4352156903999999
46,46,46.0,46.0,46.0,46.0,46.0,46.0,46.0,,,,,,,0.6,-0.7110957741,-1.6507857511,5.389716187307936,1.0815984858,0.2512565556999999,1.0380783569,-1.2307857511
47,47,47.0,47.0,47.0,47.0,47.0,47.0,47.0,,,,,,,0.7,-0.8421166178,-0.9807932887,-6.715285520608727,1.3328550415,0.2645521505999999,0.7868218012000001,-0.8007932886999999
48,48,48.0,48.0,48.0,48.0,48.0,48.0,48.0,,,,,,,0.8,-0.9679361064,-1.5265023522,7.266216060673226,1.5974071921,0.2596763269,0.5222696506000002,-1.7465023522000005
49,49,49.0,49.0,49.0,49.0,49.0,49.0,49.0,,,,,,,0.9,-1.0780524367,-0.6897644157,-7.539834343024624,1.857083519,0.2625933237000002,0.2625933237000002,-1.4697644157000005
50,50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,0.0,0.0,-1.0,-0.2784753685907877,0.0,0.0935352563,2.3163608964,-2.5
51,51,51.0,51.0,51.0,51.0,51.0,51.0,51.0,,,,,,,0.1,-0.0965096843,-0.9313378525,-10.798876297852315,0.0935352563,0.266789371,2.2228256401,-1.7113378525000005
52,52,52.0,52.0,52.0,52.0,52.0,52.0,52.0,,,,,,,0.2,-0.237376876,-1.8703582906,7.0484728316468885,0.3603246273,0.2480747524,1.9560362691,-2.0903582906
53,53,53.0,53.0,53.0,53.0,53.0,53.0,53.0,,,,,,,0.3,-0.3812685935,-1.02161929,-0.5133738375396355,0.6083993797,0.118262741,1.7079615167000002,-0.8416192900000001
54,54,54.0,54.0,54.0,54.0,54.0,54.0,54.0,,,,,,,0.4,-0.4809719179,-0.9732533494,-9.27874141343446,0.7266621207,0.2669799748,1.5896987757,-0.5532533493999999
55,55,55.0,55.0,55.0,55.0,55.0,55.0,55.0,,,,,,,0.5,-0.6184743753,-1.7636250333,6.191430714279709,0.9936420955,0.2623384106999999,1.3227188009,-1.2636250333
56,56,56.0,56.0,56.0,56.0,56.0,56.0,56.0,,,,,,,0.6,-0.7563550451,-1.0066012921,-7.594818365839291,1.2559805062,0.2747180037999999,1.0603803902,-0.5866012921
57,57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,,,,,,,0.7,-0.888885153,-1.6335530207,7.161301164522517,1.53069851,0.2690014753,0.7856623864000001,-1.4535530206999998
58,58,58.0,58.0,58.0,58.0,58.0,58.0,58.0,,,,,,,0.8,-1.0096962347,-0.7966118226,-6.766165878967899,1.7996999853,0.2556896032000002,0.5166609111,-1.0166118226000005
59,59,59.0,59.0,59.0,59.0,59.0,59.0,59.0,,,,,,,0.9,-1.1182340321,-1.3646906131,6.300935965640712,2.0553895885,0.2609713078999998,0.2609713078999998,-2.1446906131000003
60,60,60.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,0.0,0.0,-1.0,-5.237008717242006,0.0,0.1607059151,1.8345112295,-2.5
61,61,61.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,0.1,-0.1204961871,-1.4032046846,0.113049971704308,0.1607059151,0.1807207428999999,1.6738053143999998,-2.1832046846
62,62,62.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,0.2,-0.2534818961,-1.2589139785,-1.4728103835912778,0.341426658,0.1723595161999999,1.4930845714999998,-1.4789139785
63,63,63.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,0.3,-0.3804080063,-1.2792689066,-0.3203705051568131,0.5137861742,0.171857758,1.3207250552999998,-1.0992689066
64,64,64.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,0.4,-0.5036965822,-1.1880173813,-0.3657000150331324,0.6856439322,0.1636301044,1.1488672972999998,-0.7680173812999999
65,65,65.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,0.5,-0.6185204155,-1.1097635494,-0.7618112426937536,0.8492740366,0.1652014422000001,0.9852371929,-0.6097635494
66,66,66.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,0.6,-0.7278135888,-1.0766515004,-7.146844306112433,1.0144754788,0.2788947048999999,0.8200357506999998,-0.6566515003999999
67,67,67.0,67.0,67.0,67.0,67.0,67.0,,,,,,,,0.7,-0.8648428249,-1.654306695,8.965323277616747,1.2933701837,0.2654499666000001,0.5411410457999999,-1.474306695
68,68,68.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,0.8,-0.978902025,-0.643715167,0.5408599142526966,1.5588201503,0.1365095636,0.2756910791999998,-0.8637151670000002
69,69,69.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,0.9,-1.037543436,-0.5309877646,-0.1066372483124866,1.6953297139,0.1391815155999998,0.1391815155999998,-1.3109877646
70,70,70.0,70.0,70.0,70.0,70.0,70.0,,,,,,,,0.0,0.0,-1.0,-4.906855272377825,0.0,0.1549958647,2.5844380254,-2.5
71,71,71.0,71.0,71.0,71.0,71.0,71.0,,,,,,,,0.1,-0.118899097,-1.3717864302,-1.3492512589553671,0.1549958647,0.1924616352999999,2.4294421607,-2.1517864302000005
72,72,72.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,0.2,-0.2559687282,-1.3696419249,-0.3029826317911459,0.3474575,0.1844156632,2.2369805254,-1.5896419249
73,73,73.0,73.0,73.0,73.0,73.0,73.0,,,,,,,,0.3,-0.3877731351,-1.2681357812,-0.6839787606397105,0.5318731632,0.1743896140999999,2.0525648622,-1.0881357812
74,74,74.0,74.0,74.0,74.0,74.0,74.0,,,,,,,,0.4,-0.5117610621,-1.2125457302,-0.0912741589186985,0.7062627773,0.1669319952,1.8781752481,-0.7925457302
75,75,75.0,75.0,75.0,75.0,75.0,75.0,,,,,,,,0.5,-0.6275915664,-1.1058426419,-0.0805680622681044,0.8731947725,0.1581464669000001,1.7112432529,-0.6058426419
76,76,76.0,76.0,76.0,76.0,76.0,76.0,,,,,,,,0.6,-0.7332161732,-1.0082748413,-6.270765876761413,1.0313412394,0.2441163770999999,1.5530967859999998,-0.5882748413
77,77,77.0,77.0,77.0,77.0,77.0,77.0,,,,,,,,0.7,-0.8595005593,-1.5090670428,6.707369961538165,1.2754576165,0.2361951842,1.3089804089,-1.3290670427999998
78,78,78.0,78.0,78.0,78.0,78.0,78.0,,,,,,,,0.8,-0.970661072,-0.727169534,-17.75355994357141,1.5116528007,0.5272336962999999,1.0727852246999998,-0.947169534
79,79,79.0,79.0,79.0,79.0,79.0,79.0,,,,,,,,0.9,-1.1257417941,-2.3474448063,20.1587258334858,2.038886497,0.5455515283999999,0.5455515283999999,-3.1274448063
80,80,80.0,80.0,80.0,80.0,80.0,80.0,,,,,,,,0.0,0.0,-1.0,-6.166626136242416,0.0,0.1777323239,2.3160501701000005,-2.5
81,81,81.0,81.0,81.0,81.0,81.0,81.0,,,,,,,,0.1,-0.1249931335,-1.4916694802,0.6562475805571748,0.1777323239,0.197158111,2.1383178462000005,-2.2716694802
82,82,82.0,82.0,82.0,82.0,82.0,82.0,,,,,,,,0.2,-0.2637697065,-1.2872681491,-1.2212654218886525,0.3748904349,0.1765286124,1.9411597352000003,-1.5072681491
83,83,83.0,83.0,83.0,83.0,83.0,83.0,,,,,,,,0.3,-0.3921772375,-1.2809871603,-0.594834925032306,0.5514190473,0.1767559361999999,1.7646311228000002,-1.1009871603
84,84,84.0,84.0,84.0,84.0,84.0,84.0,,,,,,,,0.4,-0.5169569748,-1.2156909155,0.9217864540961108,0.7281749835,0.1575697355999999,1.5878751866000005,-0.7956909154999999
85,85,85.0,85.0,85.0,85.0,85.0,85.0,,,,,,,,0.5,-0.6281862189,-1.012283026,-5.828433749357643,0.8857447191,0.221077984,1.4303054510000002,-0.512283026
86,86,86.0,86.0,86.0,86.0,86.0,86.0,,,,,,,,0.6,-0.7527122624,-1.4706003574,5.643174597154839,1.1068227031,0.2131143626,1.209227467,-1.0506003574
87,87,87.0,87.0,87.0,87.0,87.0,87.0,,,,,,,,0.7,-0.8653601123,-0.7936350478,-14.203760462854005,1.3199370657,0.4085559716,0.9961131044,-0.6136350477999999
88,88,88.0,88.0,88.0,88.0,88.0,88.0,,,,,,,,0.8,-1.009593975,-2.0697772314,20.86967264077177,1.7284930373,0.4654712054999999,0.5875571328,-2.2897772314
89,89,89.0,89.0,89.0,89.0,89.0,89.0,,,,,,,,0.9,-1.105604008,0.1132000657,-0.6148285575196799,2.1939642428,0.1220859273000001,0.1220859273000001,-0.6667999343000003
90,90,90.0,90.0,90.0,90.0,90.0,90.0,,,,,,,,0.0,0.0,-1.0,-5.450646564495349,0.0,0.1644949029,2.5203104998000003,-2.5
91,91,91.0,91.0,91.0,91.0,91.0,91.0,,,,,,,,0.1,-0.1215296428,-1.4235350136,0.5344063134994415,0.1644949029,0.1807475745,2.3558155969000003,-2.2035350136000003
92,92,92.0,92.0,92.0,92.0,92.0,92.0,,,,,,,,0.2,-0.2544117612,-1.2372122639,-1.252484760038843,0.3452424774,0.1641688888999999,2.1750680224,-1.4572122639
93,93,93.0,93.0,93.0,93.0,93.0,93.0,,,,,,,,0.3,-0.3782068673,-1.2386656338,-0.1370185756188269,0.5094113663,0.1599439556,2.0108991335,-1.0586656338
94,94,94.0,94.0,94.0,94.0,94.0,94.0,,,,,,,,0.4,-0.49674429,-1.1338300687,-2.0577047556245334,0.6693553219,0.1719871973,1.8509551779,-0.7138300687
95,95,95.0,95.0,95.0,95.0,95.0,95.0,,,,,,,,0.5,-0.6145957113,-1.2217491229,1.2488491482289628,0.8413425192,0.1679471162,1.6789679806,-0.7217491228999999
96,96,96.0,96.0,96.0,96.0,96.0,96.0,,,,,,,,0.6,-0.7248193556,-0.9866405638,-6.71042009092981,1.0092896354,0.2461493059999999,1.5110208643999998,-0.5666405637999999
97,97,97.0,97.0,97.0,97.0,97.0,97.0,,,,,,,,0.7,-0.8511717493,-1.5313301792,6.872201816162493,1.2554389414,0.2391260398999999,1.2648715584,-1.3513301792
98,98,98.0,98.0,98.0,98.0,98.0,98.0,,,,,,,,0.8,-0.9636535201,-0.7316282268,-16.802786629178073,1.4945649813,0.4939159868,1.0257455185,-0.9516282268
99,99,99.0,99.0,99.0,99.0,99.0,99.0,,,,,,,,0.9,-1.1145592561,-2.2610011537,20.987355339384163,1.9884809681,0.5318295316999999,0.5318295316999999,-3.0410011537000003
100,100,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,0.0,0.0,-1.0,-5.471825692961142,0.0,0.1648745547,1.8417463082,-2.5
101,101,101.0,101.0,101.0,101.0,101.0,101.0,,,,,,,,0.1,-0.1216320951,-1.4255504742,0.97169219928051,0.1648745547,0.1761225646999999,1.6768717535,-2.2055504742000003
102,102,102.0,102.0,102.0,102.0,102.0,102.0,,,,,,,,0.2,-0.2525906748,-1.1974226745,-1.4977638782755731,0.3409971194,0.1579275317,1.5007491888,-1.4174226745
103,103,103.0,103.0,103.0,103.0,103.0,103.0,,,,,,,,0.3,-0.3737858074,-1.2260039298,-0.5398001670008192,0.4989246511,0.1614139711999999,1.3428216571,-1.0460039298
104,104,104.0,104.0,104.0,104.0,104.0,104.0,,,,,,,,0.4,-0.4930669682,-1.1607027857,-1.2627964281353865,0.6603386223,0.1671754319,1.1814076859,-0.7407027857
105,105,105.0,105.0,105.0,105.0,105.0,105.0,,,,,,,,0.5,-0.6096310315,-1.1704183652,-0.4550626289537947,0.8275140542,0.1737442454999999,1.014232254,-0.6704183652
106,106,106.0,106.0,106.0,106.0,106.0,106.0,,,,,,,,0.6,-0.7232124029,-1.1023432567,-6.854103205879584,1.0012582997,0.2787884536,0.8404880085000002,-0.6823432567
107,107,107.0,107.0,107.0,107.0,107.0,107.0,,,,,,,,0.7,-0.8612704021,-1.6496955781,8.186019108766128,1.2800467533,0.2648028960999999,0.5616995549000001,-1.4696955780999998
108,108,108.0,108.0,108.0,108.0,108.0,108.0,,,,,,,,0.8,-0.9786606215,-0.7137034478,0.2736133100614764,1.5448496494,0.1470615195,0.2968966588000001,-0.9337034478
109,109,109.0,109.0,109.0,109.0,109.0,109.0,,,,,,,,0.9,-1.0452553826,-0.6197473557,0.1053197481737258,1.6919111689,0.1498351393000001,0.1498351393000001,-1.3997473557000002
110,110,110.0,110.0,110.0,110.0,110.0,110.0,,,,,,,,0.0,0.0,-1.0,-4.504247551893539,0.0,0.1482716536,2.4103824665000007,-2.5
111,111,111.0,111.0,111.0,111.0,111.0,111.0,,,,,,,,0.1,-0.1169515148,-1.3334732403,-1.001727125170871,0.1482716536,0.1775677064,2.2621108129000005,-2.1134732403000003
112,112,112.0,112.0,112.0,112.0,112.0,112.0,,,,,,,,0.2,-0.248694047,-1.3019034207,-1.4131142766948337,0.32583936,0.1818985889,2.0845431065000004,-1.5219034207
113,113,113.0,113.0,113.0,113.0,113.0,113.0,,,,,,,,0.3,-0.3794223686,-1.3124865268,0.0580748790698111,0.5077379489,0.1751794324,1.9026445176000004,-1.1324865268000002
114,114,114.0,114.0,114.0,114.0,114.0,114.0,,,,,,,,0.4,-0.5040410303,-1.1820603772,-0.1599410859102588,0.6829173813,0.1600063522,1.7274650852000004,-0.7620603772
115,115,115.0,115.0,115.0,115.0,115.0,115.0,,,,,,,,0.5,-0.6173026415,-1.0847928745,-0.1781532988680458,0.8429237335,0.1534216909999999,1.5674587330000005,-0.5847928745
116,116,116.0,116.0,116.0,116.0,116.0,116.0,,,,,,,,0.6,-0.7213961542,-0.9985146918,-6.028316228895702,0.9963454245,0.2351825175,1.4140370420000004,-0.5785146917999999
117,117,117.0,117.0,117.0,117.0,117.0,117.0,,,,,,,,0.7,-0.8455789101,-1.4771635587,5.387231521233175,1.231527942,0.2318015655999998,1.1788545245000002,-1.2971635587
118,118,118.0,118.0,118.0,118.0,118.0,118.0,,,,,,,,0.8,-0.9600894511,-0.8239298656,-14.835503398167004,1.4633295076,0.4554398804000001,0.9470529589000004,-1.0439298656000002
119,119,119.0,119.0,119.0,119.0,119.0,119.0,,,,,,,,0.9,-1.1102622565,-2.1573074001,19.74738992133617,1.918769388,0.4916130785000001,0.4916130785000001,-2.9373074001000004
120,120,120.0,120.0,120.0,120.0,120.0,,,,,,,,,0.0,0.0,-1.0,-13.823660724899858,0.0,0.3712265015,2.1575144329,-2.5
121,121,121.0,121.0,121.0,121.0,121.0,,,,,,,,,0.1,-0.1620334088,-2.2203326637,11.780322197212756,0.3712265015,0.3287493451,1.7862879313999998,-3.0003326637
122,122,122.0,122.0,122.0,122.0,122.0,,,,,,,,,0.2,-0.3163397135,-0.8879941393,-11.768947719093688,0.6999758466,0.2927162532999999,1.4575385862999997,-1.1079941393
123,123,123.0,123.0,123.0,123.0,123.0,,,,,,,,,0.3,-0.4577748452,-1.9234537794,10.60037299874208,0.9926920999,0.2702522334000001,1.1648223329999998,-1.7434537794
124,124,124.0,124.0,124.0,124.0,124.0,,,,,,,,,0.4,-0.5895373167,-0.7316540081,-7.9765810762995635,1.2629443333,0.1936650739999998,0.8945700995999997,-0.3116540081
125,125,125.0,125.0,125.0,125.0,125.0,,,,,,,,,0.5,-0.6977492737,-1.4211001588,6.241736949780293,1.4566094073,0.1915493285,0.7009050255999998,-0.9211001588
126,126,126.0,126.0,126.0,126.0,126.0,,,,,,,,,0.6,-0.8027910992,-0.6918846382,-0.5698768868105268,1.6481587358,0.117351178,0.5093556970999997,-0.2718846382
127,127,127.0,127.0,127.0,127.0,127.0,,,,,,,,,0.7,-0.8713897185,-0.6802737076,-0.8386758013137696,1.7655099138,0.1297447022999998,0.3920045190999996,-0.5002737075999999
128,128,128.0,128.0,128.0,128.0,128.0,,,,,,,,,0.8,-0.9401828233,-0.695348183,0.9111851237673784,1.8952546161,0.1333325644000003,0.2622598167999999,-0.9153481830000002
129,129,129.0,129.0,129.0,129.0,129.0,,,,,,,,,0.9,-1.0019462481,-0.5424662458,0.7499991496341427,2.0285871805,0.1289272523999995,0.1289272523999995,-1.3224662458000005
130,130,130.0,130.0,130.0,130.0,130.0,,,,,,,,,0.0,0.0,-1.0,-14.272823690039766,0.0,0.3855258685,2.2439059372,-2.5
131,131,131.0,131.0,131.0,131.0,131.0,,,,,,,,,0.1,-0.1642061978,-2.2630761712,11.618491145145969,0.3855258685,0.3420499007,1.8583800687,-3.0430761712
132,132,132.0,132.0,132.0,132.0,132.0,,,,,,,,,0.2,-0.3233629308,-0.9420703237,-11.077886369621876,0.7275757692,0.2894285544999999,1.516330168,-1.1620703237
133,133,133.0,133.0,133.0,133.0,133.0,,,,,,,,,0.3,-0.4666011432,-1.9066207483,9.853356410879144,1.0170043237,0.2675523481000001,1.2269016135000002,-1.7266207483
134,134,134.0,134.0,134.0,134.0,134.0,,,,,,,,,0.4,-0.6003753773,-0.7875108731,-10.168450844262132,1.2845566718,0.2554584242,0.9593492654,-0.3675108730999999
135,135,135.0,135.0,135.0,135.0,135.0,,,,,,,,,0.5,-0.7245058527,-1.6802254821,9.780753127818,1.540015096,0.2469845803999999,0.7038908412,-1.1802254821
136,136,136.0,136.0,136.0,136.0,136.0,,,,,,,,,0.6,-0.8370868829,-0.5895691391,-0.1917340921500938,1.7869996764,0.1075681044,0.4569062608000001,-0.1695691390999999
137,137,137.0,137.0,137.0,137.0,137.0,,,,,,,,,0.7,-0.8941204045,-0.5517090268,0.0896388673001555,1.8945677808,0.1119320806999999,0.3493381564,-0.3717090267999998
138,138,138.0,138.0,138.0,138.0,138.0,,,,,,,,,0.8,-0.9461896224,-0.490675922,-0.2330166282824308,2.0064998615,0.1170708215,0.2374060757,-0.7106759220000002
139,139,139.0,139.0,139.0,139.0,139.0,,,,,,,,,0.9,-0.9940120765,-0.4661551308,0.6777989257712964,2.123570683,0.1203352542,0.1203352542,-1.2461551308000005
